,"
                  ","
          Продукт        ","
          Бел, г        ","
          Жир, г        ","
          Угл, г        ","
          Кал, ккал        "
0,,Джем яблочный,0.0,0.0,24.0,245
1,,Драже Maltesers,8.1,24.3,61.7,500
2,,Драже Milka Clusters Bitz,5.4,22.0,62.1,470
3,,Драже Milka Lila Stars Bitz,7.7,35.5,50.0,555
4,,Драже арахис с мёдом и кунжутом,16.8,36.4,33.4,528
5,,Драже Воздушный Криспелло,5.4,27.1,62.7,520
6,,Драже Грильяж в шоколаде,5.7,16.7,70.1,445
7,,Драже жевательные Mentos,0.0,2.0,93.0,390
8,,Драже Изюм в шоколаде,3.6,8.9,73.2,379
9,,Драже ореховое,11.9,38.3,44.2,552
10,,Драже Тик Так,0.2,0.6,96.7,397
11,,Драже фруктовое в шоколаде,3.7,10.2,76.3,389
12,,Желе апельсиновое,2.8,0.0,20.3,88
13,,Желе вишневое,2.8,0.0,14.0,56
14,,Желе для торта,2.8,0.0,20.3,88
15,,Желе из киви,2.5,0.0,15.6,69
16,,Желе клубничное,2.5,0.0,15.6,69
17,,Желе лимонное,2.8,0.0,20.3,88
18,,Желе молочное,2.7,1.2,2.4,32
19,,Желе яблочное,2.5,0.0,15.6,69
20,,Зефир,0.8,0.0,78.5,304
21,,Зефир Сладкие истории с ванильным вкусом,0.7,0.1,80.5,311
22,,Зефир Сладкие истории с клубникой,1.0,0.1,80.0,310
23,,Зефир Сладкие истории с черной смородиной в шоколадной глазури,2.1,10.2,69.6,364
24,,Изделие слоеное Черёмушки с вишневой начинкой,5.6,16.8,35.3,317
25,,Ирис Meller Белый шоколад,3.3,9.4,80.6,421
26,,Ирис Meller Капучино,3.0,8.6,80.3,414
27,,Ирис Meller Пралине,3.0,8.6,80.3,414
28,,Ирис Meller Тёмный шоколад,3.0,6.6,79.2,396
29,,Ирис Meller Шоколад,3.0,8.6,79.2,410
30,,Итальянский пай Сдобная особа с вишней,5.0,12.8,61.2,382
31,,Итальянский пай Сдобная особа с лимоном,5.0,12.8,60.5,380
32,,Итальянский пай Сдобная особа с черникой,5.0,12.8,60.5,378
33,,Карамель леденцовая,0.0,0.1,96.2,362
34,,Карамель леденцовая Tunes с ароматом ментола и мяты,0.0,1.8,95.8,398
35,,Карамель с ликёром,0.0,0.1,92.6,358
36,,Карамель фруктовая,0.1,0.1,92.2,357
37,,Карамель шоколадно-ореховая,1.8,9.2,86.8,420
38,,Кекс с изюмом,6.4,17.6,53.6,384
39,,Кекс Уфимский,6.5,11.0,43.2,295
40,,Козинак Арахисовый,14.3,25.1,52.5,485
41,,Козинак Кунжутный,12.1,28.9,52.4,510
42,,Козинак Подсолнечный,14.8,42.6,34.5,576
43,,Конвертик слоеный,6.5,8.1,53.4,313
44,,Конфеты Ferrero Rocher,8.8,41.3,43.2,580
45,,Конфеты Haribo Chamallows,3.5,0.5,80.0,332
46,,Конфеты Raffaello,9.3,47.8,38.8,623
47,,Конфеты Rondo с ароматом мяты,0.6,0.0,98.4,405
48,,Конфеты Бабаевский Белочка,8.8,33.1,53.4,538
49,,Конфеты батончики Рот-Фронт,10.7,29.5,53.2,514
50,,Конфеты Визит,9.0,35.0,51.0,549
51,,Конфеты грильяжные,5.3,26.9,65.6,523
52,,Конфеты Коровка сливочная,2.7,4.4,82.4,351
53,,Конфеты кремовые,7.5,31.8,55.8,523
54,,Конфеты Курага Петровна,5.0,14.8,57.0,312
55,,Конфеты лакричные,3.7,10.0,69.0,385
56,,Конфеты Марсианка Чизкейк,2.5,14.2,63.8,375
57,,Конфеты молочные,2.7,4.3,82.3,364
58,,Конфеты помадные,2.2,4.6,83.6,369
59,,Конфеты Славянка Золотой степ глазированные арахис карамель,10.0,27.4,51.4,498
60,,Конфеты Славянка Лёвушка,1.0,7.4,74.4,371
61,,Конфеты Спринт с печеньем,4.9,21.7,67.3,420
62,,Конфеты фруктовые,1.6,8.6,75.8,369
63,,Конфеты шоколадные,4.0,39.5,54.2,569
64,,Конфитюр,0.9,0.2,40.3,183
65,,Коржи бисквитные готовые,5.9,0.8,56.3,258
66,,Коржи вафельные,10.2,4.2,65.7,341
67,,Коржи для медовика,6.3,11.4,64.5,384
68,,Крекер Tuc Cheezzz,8.5,24.2,57.5,485
69,,Крекер Tuc Original,8.1,22.0,61.5,479
70,,Крем кондитерский,0.2,26.0,16.5,300
71,,Круассан Черёмушки без начинки,8.0,28.8,41.6,461
72,,Круассан Черёмушки с абрикосовой начинкой,5.5,19.7,47.0,390
73,,Круассан Черёмушки с карамельной начинкой,6.4,21.2,40.3,379
74,,Круассан Черёмушки с клубничной начинкой,5.5,19.7,47.0,390
75,,Круассан Черёмушки с шоколадно-ореховой начинкой,6.3,28.3,46.2,465
76,,Круассан Черёмушки со сливочной начинкой,5.7,28.5,46.2,467
77,,Кукурузные палочки,8.3,1.2,75.0,325
78,,Кукурузные палочки сладкие,4.7,13.0,82.9,467
79,,Лукма,2.0,2.1,75.6,380
