,"
                  ","
          Продукт        ","
          Бел, г        ","
          Жир, г        ","
          Угл, г        ","
          Кал, ккал        "
0,,Абрикос,0.9,0.1,9.0,44.0
1,,Абрикос консервированный,0.4,0.1,15.5,67.0
2,,Авокадо,2.0,20.0,6.0,212.0
3,,Айва,0.6,0.5,9.8,40.0
4,,Аки,1.0,15.0,8.0,151.0
5,,Алыча,0.2,0.0,6.9,27.0
6,,Ананас,0.4,0.2,10.6,49.0
7,,Ананас консервированный,0.1,0.1,14.0,57.0
8,,Апельсин,0.9,0.2,8.1,36.0
9,,Апельсин маринованный,0.6,0.0,8.9,37.0
10,,Арбуз,0.6,0.1,5.8,25.0
11,,Арбуз консервированный,0.5,0.1,9.0,37.0
12,,Ацерола,0.4,0.3,7.7,32.0
13,,Банан,1.5,0.2,21.8,95.0
14,,Вишня,0.8,0.5,11.3,52.0
15,,Вишня 4 сезона без косточки,0.8,0.2,10.7,50.0
16,,Вишня Hortex без косточки,0.9,0.4,9.9,49.0
17,,Вишня замороженная,0.9,0.4,11.0,46.0
18,,Вишня консервированная,0.8,0.2,10.6,45.0
19,,Гранадилла,0.5,0.1,8.0,46.0
20,,Гранат,0.9,0.0,13.9,52.0
21,,Грейпфрут,0.7,0.2,6.5,29.0
22,,Груша,0.4,0.3,10.9,42.0
23,,Груша консервированная,0.2,0.0,15.6,65.0
24,,Гуава,2.6,1.0,8.9,68.0
25,,Гуава земляничная,0.6,0.6,17.4,69.0
26,,Гуарана,0.1,0.0,6.5,26.0
27,,Джекфрут (плод хлебного дерева),1.4,0.3,22.4,94.0
28,,Дуриан,1.5,5.3,23.3,147.0
29,,Дыня,0.6,0.3,7.4,33.0
30,,Дыня медовая,0.6,0.3,7.4,33.0
31,,Жердела,0.9,0.2,10.0,46.0
32,,Звёздное яблоко,0.5,0.4,15.3,67.0
33,,Инжир,0.7,0.2,13.7,49.0
34,,Карамбола,1.0,0.0,7.0,31.0
35,,Кивано,1.8,1.3,7.6,44.0
36,,Киви,1.0,0.6,10.3,48.0
37,,Кизил,1.0,0.0,10.5,44.0
38,,Клементин,0.9,0.2,10.3,47.0
39,,Корлан,0.7,0.2,18.0,82.0
40,,Кумкват,1.9,0.9,9.4,71.0
41,,Лайм,0.9,0.1,3.0,16.0
42,,Лимон,0.9,0.1,3.0,16.0
43,,Лимон маринованный,0.4,0.3,6.5,21.0
44,,Лимон японский (Юзу),0.5,0.1,7.0,21.0
45,,Личи,0.8,0.3,14.4,65.0
46,,Лонган,1.3,0.1,14.0,60.0
47,,Лукума,0.1,0.1,7.9,32.0
48,,Маболо,0.5,0.4,15.3,67.0
49,,Магический фрукт,0.0,0.0,7.7,30.0
50,,Маклюра (Адамово яблоко),0.0,0.0,0.0,
51,,Маммея,0.5,0.5,9.5,51.0
52,,Манго,0.5,0.3,11.5,67.0
53,,Мангостан (мангостин),0.6,0.3,14.0,62.0
54,,Мандарин,0.8,0.2,7.5,33.0
55,,Мандарин консервированный,0.6,0.3,8.9,37.0
56,,Маракуйя,2.4,0.4,13.4,68.0
57,,Маранг,2.5,0.7,27.3,125.0
58,,Марула,0.6,0.5,9.6,48.0
59,,Мора,1.5,0.5,5.9,34.0
60,,Мушмула германская,0.0,0.0,12.0,53.0
61,,Мушмула японская,0.4,0.2,10.4,47.0
62,,Нектарин,0.9,0.2,11.8,48.0
63,,Нойна (Сахарное яблоко),0.4,0.4,9.8,47.0
64,,Нони,0.1,0.3,10.0,44.0
65,,Папайя,0.6,0.1,9.2,48.0
66,,Пассифлора голубая (Кавалерская звезда),2.4,0.4,13.4,68.0
67,,Пепино,0.0,0.0,20.0,80.0
68,,Персик,0.9,0.1,11.3,46.0
69,,Персики консервированные,0.3,0.1,14.7,68.0
70,,Питайя,0.5,0.3,12.0,50.0
71,,Плуот,1.2,0.1,11.0,57.0
72,,Помело,0.6,0.2,6.7,32.0
73,,Рамбутан,0.6,0.2,19.0,82.0
74,,Салакка,0.0,0.0,12.0,50.0
75,,Саподилла,0.4,1.1,14.7,83.0
76,,Сапота (Чёрное яблоко),2.1,0.6,31.2,134.0
77,,Свити,0.7,0.2,9.0,58.0
78,,Сизигиум,0.6,0.3,5.6,25.0
79,,Слива,0.8,0.3,9.6,42.0
