name,protein,fats,carbs,calories
Мороженое Инмарко Торжество пломбир натуральные сливки,3.9,15.0,20.4,232
Мороженое Инмарко Торжество Птичье молоко,3.7,12.9,30.0,251
Мороженое Инмарко Торжество с клубничным чизкейком,3.9,8.3,29.3,208
Мороженое Магнат Брюнетка,4.3,17.4,29.9,293
Мороженое Магнат Мадагаскар тёмный шоколад,4.0,18.5,26.1,287
Мороженое Магнат пломбир,4.3,20.1,26.7,305
Мороженое молочное,3.2,3.5,21.3,126
Мороженое молочное клубничное,3.8,2.8,22.2,123
Мороженое молочное крем-брюле,3.5,3.5,23.1,134
Мороженое молочное ореховое,5.4,6.5,20.1,157
Мороженое молочное шоколадное,4.2,3.5,23.0,138
Мороженое пломбир,3.2,15.0,20.8,227
Мороженое пломбир крем-брюле,3.0,15.0,23.0,235
Мороженое пломбир ореховый,5.2,18.0,19.9,259
Мороженое пломбир шоколадный,3.6,15.0,22.3,236
Мороженое Русский Холодъ Золотой пломбир,3.8,12.0,20.4,205
Мороженое Русский Холодъ Юбилейное ванильное,3.7,12.0,20.4,204
Мороженое Русский Холодъ Юбилейное эскимо без глазури,3.7,13.2,20.4,215
Мороженое сливочное,3.3,10.0,19.8,179
Мороженое сливочное клубничное,3.8,8.0,20.9,165
Мороженое сливочное крем-брюле,3.5,10.0,21.6,186
Мороженое сливочное ореховое,5.5,13.0,18.6,210
Мороженое сливочное шоколадное,3.5,10.0,21.5,188
Мороженое Талосто Ля Фам крем-брюле,4.5,13.7,32.0,262
Мороженое Фифти-фифти Птичье молоко,9.6,10.8,19.4,213
Мороженое Чистая Линия Cемейное пломбир ванильное,3.7,12.0,20.5,205
Мороженое Экзо Арбуз и дыня,1.9,3.9,28.7,166
Мороженое Экзо Черника и ежевика,1.9,3.9,28.7,166
Мороженое эскимо,3.5,20.0,19.6,270
Морошка,0.8,0.0,9.8,28
Морс Агуша ягодный сбор,0.0,0.0,10.0,42
Морс брусничный,0.1,0.0,10.7,41
Морс ФрутоНяня из клюквы и малины,0.0,0.0,10.0,42
Морс ФрутоНяня из ягод,0.0,0.0,11.4,46
Морская капуста,0.8,5.1,0.0,49
Морская капуста маринованная,1.0,5.0,3.0,61
Морская капуста по-корейски готовая,0.9,7.2,3.1,80
Морская капуста сушеная,31.5,21.8,38.1,476
Морское ухо,16.7,1.1,0.0,77
Морской гребешок,17.0,2.0,3.0,92
Морской дракон,15.3,1.5,0.0,79
Морской еж,13.8,4.3,2.5,84
Морской желудь балянус,17.5,0.1,0.0,80
Морской петух,18.0,2.7,0.0,161
Мука амарантовая,8.9,1.7,61.7,298
Мука арахисовая,25.0,47.0,14.5,590
Мука блинная,10.1,1.8,69.7,336
Мука гороховая,21.0,2.0,49.0,298
Мука гречневая блинная Myllyn Paras,13.0,1.7,67.5,340
Мука гречневая Гарнец,12.6,2.6,68.0,334
Мука гречневая диетическая,13.6,1.2,73.7,367
Мука гречневая Рязаночка,13.6,1.2,71.9,353
Мука гречневая С.Пудовъ,14.0,1.0,70.0,350
Мука для пиццы Myllyn Paras,12.9,2.0,68.4,350
Мука из зародышей пшеницы,33.9,7.7,32.8,335
Мука из овсяных отрубей,18.0,7.1,45.3,320
Мука из семян чёрного кунжута Житница здоровья,26.3,21.3,16.3,375
Мука кедровая,31.0,19.0,33.0,432
Мука кокосовая,20.0,16.6,60.0,466
Мука кокосовая Coconut Secret,25.0,10.7,64.3,443
Мука кокосовая Nutiva безглютеновая,22.0,11.0,17.0,250
Мука конопляная,30.0,7.9,24.7,290
Мука кукурузная Гарнец,8.0,1.0,75.0,330
Мука кукурузная диетическая,7.2,1.5,70.2,330
Мука кукурузная тонкого помола С.Пудовъ,7.0,1.5,72.0,330
Мука кунжутная,45.0,12.0,32.0,462
Мука льняная,36.0,10.0,9.0,270
Мука льняная Гарнец,25.0,5.0,13.0,305
Мука льняная полуобезжиренная С.Пудовъ,25.0,5.0,40.0,300
Мука миндальная,25.8,54.5,13.0,602
Мука нутовая,10.9,2.9,66.0,337
Мука нутовая Гарнец,21.4,5.5,54.6,362
Мука овсяная Гарнец,11.9,5.8,65.4,306
Мука овсяная диетическая,13.0,6.8,64.9,369
Мука овсяная С.Пудовъ,13.0,7.0,63.0,270
Мука ореховая,50.1,1.8,35.5,333
Мука подсолнечная,48.1,12.0,30.6,423
Мука полбы,17.0,2.4,67.8,361
Мука пшеничная,9.2,1.2,74.9,342
Мука пшеничная 1-го сорта,10.6,1.3,67.6,331
