,"
                  ","
          Продукт        ","
          Бел, г        ","
          Жир, г        ","
          Угл, г        ","
          Кал, ккал        "
0,,Крабовые палочки Мирамар,15.4,6.9,4.0,140
1,,Крабовые палочки Санта Бремор Снежный краб,8.9,1.0,6.3,70
2,,Крабы консервированные,18.7,1.1,0.1,85
3,,Крабы отварные,16.0,3.6,0.0,96
4,,Красноглазка,21.9,4.2,0.0,125
5,,Краснопёрка,18.3,3.0,0.0,100
6,,Креветки Polar Premium свежемороженые,17.0,1.2,1.0,80
7,,Креветки консервированные,17.8,1.1,0.0,81
8,,Креветки Королевские,18.3,1.2,0.8,87
9,,Креветки маринованные,12.2,1.3,0.0,60
10,,Креветки отварные,18.9,2.2,0.0,95
11,,Креветки очищенные замороженные,14.0,1.0,0.0,60
12,,Креветки свежие,22.0,1.0,0.0,97
13,,Креветки Тигровые,19.2,0.6,0.0,89
14,,Кукумария,7.3,0.6,0.0,35
15,,Кумжа,16.7,3.6,0.0,104
16,,Лангуст (мясо шеек),17.5,2.0,0.0,88
17,,Лангустин,20.6,1.5,2.4,112
18,,Ледяная рыба,17.7,2.2,0.0,90
19,,Лемонема,15.9,0.4,0.0,67
20,,Летрин,20.2,0.4,0.0,84
21,,Летучая рыба,15.5,1.8,0.0,87
22,,Лещ вяленый,42.0,5.9,0.0,221
23,,Лещ горячего копчения,32.8,4.5,0.0,172
24,,Лещ морской,21.3,6.4,0.0,105
25,,Лещ отварной,20.9,4.7,0.0,126
26,,Лещ свежий,17.1,4.1,0.0,105
27,,Лещ холодного копчения,29.7,4.6,0.0,160
28,,Лимонелла,17.6,1.0,0.0,79
29,,Линь,7.0,1.8,0.0,40
30,,Лобстер,18.8,0.9,0.5,90
31,,Лососевый фарш,19.0,6.0,0.0,130
32,,Лосось консервированный,20.6,6.3,0.0,144
33,,Лосось копчёный,21.5,8.4,0.0,162
34,,Лосось Королевский свежий,20.3,11.7,0.0,187
35,,Лосось маринованный,21.0,17.0,0.0,237
36,,Лосось с гриля,20.7,22.3,0.6,283
37,,Лосось свежий,19.8,6.3,0.0,142
38,,Лосось солёный,21.0,20.5,0.0,269
39,,Лосось соте,21.1,31.4,4.1,379
40,,Луфарь,19.7,3.4,0.0,109
41,,Макрель,20.7,3.4,0.0,113
42,,Макрурус,13.2,0.8,0.0,60
43,,Марлин,20.1,3.6,0.0,112
44,,Масляная рыба,18.8,4.2,0.0,112
45,,Масляная рыба копченая,18.0,12.0,0.0,180
46,,Махи-махи (корифена),18.5,0.7,0.0,85
47,,Мерланг,17.5,2.0,0.0,88
48,,Меч-рыба,19.7,6.7,0.0,144
49,,Мидии жареные,11.2,1.6,0.0,59
50,,Мидии консервированные,17.5,2.0,0.0,88
51,,Мидии маринованные,7.0,1.1,7.2,67
52,,Мидии отварные,9.1,1.5,0.0,50
53,,Минога,17.5,2.0,0.0,88
54,,Минога маринованная,17.5,2.0,0.0,88
55,,Минтай (печень),6.0,50.0,0.0,474
56,,Минтай (филе),16.0,1.0,0.0,72
57,,Минтай в кляре,17.1,16.4,15.2,281
58,,Минтай отварной,17.6,1.0,0.0,79
59,,Минтай под маринадом,13.5,12.6,11.0,211
60,,Минтай свежий,15.9,0.9,0.0,72
61,,Мойва весенняя,13.1,7.1,0.0,116
62,,Мойва жареная,20.0,30.3,4.2,369
63,,Мойва копченая,18.0,22.0,0.0,270
64,,Мойва маринованная,13.8,18.1,0.0,217
65,,Мойва осенняя,13.6,18.1,0.0,217
66,,Мойва свежая,13.4,11.5,0.0,157
67,,Мойва соленая,13.6,18.1,0.0,217
68,,Моллюски,16.7,1.1,0.0,77
69,,Молоки рыбьи,16.0,2.9,0.0,90
70,,Мольва (морская щука),18.9,0.6,0.0,87
71,,Морепродукты,15.5,1.0,0.1,85
72,,Морепродукты консервированные,10.0,1.7,1.3,61
73,,Морепродукты Меридиан с заправкой для салата,10.2,1.6,2.9,65
74,,Морская капуста,0.8,5.1,0.0,49
75,,Морская капуста маринованная,1.0,5.0,3.0,61
76,,Морская капуста сушеная,31.5,21.8,38.1,476
77,,Морское ухо,16.7,1.1,0.0,77
78,,Морской гребешок,17.0,2.0,3.0,92
79,,Морской дракон,15.3,1.5,0.0,79
