name,protein,fats,carbs,calories
Cок сельдерея,0.7,0.3,4.8,31
Сок ФрутоНяня из яблок и абрикосов с мякотью,0.0,0.0,12.0,48
Солнечник,18.9,2.2,0.0,95
Солод ржаной,9.8,1.2,66.4,316
Солодка (корень),0.0,0.1,93.5,375
Солодка (лакрица),0.0,0.1,93.0,375
Соломка сладкая,9.1,6.1,69.3,372
Соломка соленая,9.4,4.5,67.0,347
Соль,0.0,0.0,0.0,
Соль гималайская розовая,0.1,0.1,0.7,5
Соль йодированная,0.0,0.0,0.0,
Соль морская,0.0,0.0,0.0,
Соль сванская,0.0,0.0,0.0,
Соль чесночная,4.3,0.2,1.9,27
Солянка Домашняя,3.5,3.5,4.3,64
Солянка овоще-грибная из свежей капусты,3.6,7.0,7.1,106
Солянка овощная из квашеной капусты,3.3,10.5,6.6,134
Солянка рыбная,2.4,1.2,1.2,25
Солянка сборная мясная,5.2,4.6,1.7,69
Сом маринованный,11.4,7.4,0.2,116
Сом отварной,18.4,13.6,,196
Сом припущенный,18.2,5.4,,121
Сом свежий,16.8,8.5,,143
Сорго зерновое,11.8,3.3,66.4,323
Сосиски говяжьи,10.4,20.1,0.8,226
Сосиски куриные,10.8,22.4,4.2,259
Сосиски любительские,9.0,29.5,0.7,304
Сосиски молочные,11.0,23.9,1.6,266
Сосиски особые,11.8,24.7,0.0,270
Сосиски русские,11.3,22.0,0.0,243
Сосиски свиные,9.5,34.3,0.0,342
Сосиски Щедрая Сибирь,12.0,16.0,5.0,212
Соус Astoria горчичный,0.0,20.0,0.0,210
Соус Astoria Карри с ананасом,0.0,30.0,9.6,310
Соус Dolmio томатный с грибами,1.6,0.2,7.1,38
Соус Dolmio томатный традиционный,1.5,1.3,7.5,48
Соус Kuhne Американский цезарь,2.8,21.5,4.7,241
Соус Mutti томатный для пиццы,1.3,0.3,6.0,32
Соус айоли,2.0,86.5,0.8,791
Соус апельсиновый,0.6,4.6,3.1,55
Соус базиликовый,1.1,54.6,2.8,505
Соус барбекю,0.6,0.7,39.4,166
Соус барбекю Heinz,1.1,0.0,28.6,119
Соус барбекю McDonalds,0.2,0.3,11.0,48
Соус белый основной,1.0,3.8,4.1,56
Соус велюте,1.0,4.4,3.6,75
Соус вустерский,1.0,0.1,18.5,78
Соус гарум,3.4,0.0,21.3,121
Соус грибной,1.2,4.8,6.2,82
Соус демиглас,1.0,3.0,5.0,51
Соус для спагетти Heinz сливочно-томатный,1.9,4.0,6.3,69
Соус для спагетти Heinz традиционный,1.2,3.6,5.8,61
Соус зеленый,4.0,26.4,4.0,270
Соус карри,1.4,23.1,14.9,267
Соус карри McDonalds,0.0,0.0,12.0,50
Соус кетчуп McDonalds,0.0,0.3,6.6,27
Соус кимчи,6.1,1.1,15.1,94
Соус кисло-сладкий,0.3,0.8,39.7,167
Соус кисло-сладкий McDonalds,0.1,0.3,12.0,49
Соус кисло-сладкий азиатский,2.0,6.0,25.0,143
Соус кисло-сладкий с ананасом,0.3,0.2,21.2,89
Соус кисло-сладкий Сэн Сой Премиум,1.0,0.0,30.0,124
Соус клюквенный,0.2,1.0,42.2,180
Соус коктейль,3.2,30.0,11.6,329
Соус коричневый эспаньоль,0.7,9.1,3.3,98
Соус красный основной,1.1,6.2,2.0,48
Соус луковый,1.3,6.1,4.8,75
Соус майонез со сметаной,2.8,31.9,3.3,312
Соус молочный,2.0,7.1,5.2,84
Соус Моя семья к картофелю с зелёным луком,0.8,18.0,7.9,197
Соус Моя семья к макаронам с сыром Чеддер,1.0,18.1,8.2,200
Соус Моя семья к мясу три душистых перца,0.8,18.0,7.9,197
Соус Моя семья к пельменям с чесноком и душистыми травами,0.8,18.0,7.9,197
Соус Моя семья к рыбе с маринованными огурчиками,0.9,18.0,7.0,193
Соус Моя семья к сосискам с горчичными семечками,0.8,18.0,8.9,201
Соус наршараб,0.5,0.2,67.6,270
Соус ореховый,23.4,37.5,10.5,473
Соус Пад Тай,14.6,27.1,25.0,375
Соус песто,5.0,45.0,6.0,454
Соус ремулад,0.2,9.0,1.1,89
