name,protein,fats,carbs,calories
Ликёр Becherovka,0.0,0.0,6.4,248
Ликёр Blue Curacao,0.0,0.0,46.0,236
Ликёр Brogans,2.7,7.3,32.7,241
Ликёр Campari,0.0,0.0,12.0,112
Ликёр Cointreau,0.0,0.0,20.0,197
Ликёр Don Amaretto Milano,0.0,0.0,35.0,280
Ликёр Drambuie,0.0,0.0,40.0,299
Ликёр Frangelico,0.0,0.7,19.0,63
Ликёр Galliano,0.0,0.0,6.4,248
Ликер Grand Marnier,0.0,0.0,20.0,197
Ликёр Irish Mist,0.0,0.0,6.4,248
Ликёр Jagermeister,0.0,0.0,13.2,246
Ликёр Kahlua,0.6,0.7,41.7,291
Ликёр Limoncello,0.0,0.0,30.0,325
Ликёр Malibu,0.0,0.0,20.0,197
Ликёр Maraschino,0.0,0.0,40.0,299
Ликёр Midori,0.0,0.0,39.0,140
Ликёр Mozart,1.2,7.8,34.0,332
Ликёр Sambuca,0.0,0.0,40.0,240
Ликёр Sheridans,1.4,7.0,39.0,315
Ликёр Southern Comfort,0.0,0.0,31.0,112
Ликёр Vana Tallinn,0.0,0.0,39.0,140
Ликёр Wild Africa,2.7,7.3,32.6,241
Ликёр Xuxu,0.0,0.0,29.0,166
Лимон,0.9,0.1,3.0,16
Лимон маринованный,0.4,0.3,6.5,21
Лимон японский (Юзу),0.5,0.1,7.0,21
Лимонад,0.0,0.0,6.4,26
Лимонад диетический,0.0,0.0,0.0,2
Лимонелла,17.6,1.0,0.0,79
Лимонная кислота,0.0,0.0,0.0,
Лимонник,1.0,0.0,1.9,11
Лимонный сок,0.9,0.1,3.0,16
Лингуине,12.0,1.2,71.0,350
Линь,7.0,1.8,0.0,40
Лисички свежие,1.6,1.1,2.2,20
Лисички сушёные,22.3,7.6,24.2,261
Листы для лазаньи,12.0,1.5,72.2,350
Листы для лазаньи Barilla,12.0,1.5,72.2,350
Листы для лазаньи Buitoni,11.5,1.9,71.8,350
Листья алоэ,0.0,0.0,5.0,20
Листья амаранта,2.5,0.3,4.0,23
Листья винограда,5.6,2.1,6.3,93
Листья винограда консервированные,4.3,2.0,11.7,69
Листья вишни,0.0,0.0,0.1,1
Листья карри,16.8,8.3,17.5,203
Листья смородины,0.1,0.0,0.1,1
Листья хрена,9.4,1.4,6.2,64
Личи,0.8,0.3,14.4,65
Лоби 4 сезона зелёный нарезанный,3.1,0.3,3.1,28
Лобстер,18.8,0.9,0.5,90
Логанова ягода,1.5,0.3,7.7,55
Лонган,1.3,0.1,14.0,60
Лопух (репейник) корень,1.5,0.1,14.0,72
Лопух (репейник) листья,1.8,0.2,3.7,19
Лососевый фарш,19.0,6.0,0.0,130
Лосось консервированный,20.6,6.3,0.0,144
Лосось копчёный,21.5,8.4,0.0,162
Лосось Королевский свежий,20.3,11.7,0.0,187
Лосось маринованный,21.0,17.0,0.0,237
Лосось с гриля,20.7,22.3,0.6,283
Лосось свежий,19.8,6.3,0.0,142
Лосось солёный,21.0,20.5,0.0,269
Лосось соте,21.1,31.4,4.1,379
Лосятина,21.4,1.7,0.0,101
Лотос (корень),2.6,0.1,12.3,74
Лук душистый джусай,1.4,0.2,8.2,41
Лук зелёный,1.3,0.0,4.6,19
Лук красный,1.4,0.0,9.1,42
Лук красный маринованный,0.9,0.1,2.8,19
Лук маринованный,0.9,0.1,2.8,19
Лук порей,2.0,0.0,8.2,33
Лук репчатый,1.4,0.0,10.4,47
Лук репчатый 4 сезона нарезанный,1.2,0.2,8.6,38
Лук репчатый сушеный,8.4,2.8,42.6,219
Лук-шалот,2.5,0.1,16.8,72
Лукма,2.0,2.1,75.6,380
Лукума,0.1,0.1,7.9,32
Луми,0.9,0.1,3.0,30
Луфарь,19.7,3.4,0.0,109
