name,protein,fats,carbs,calories
Говяжий фарш жирный,15.0,25.0,0.0,293
Говяжий фарш постный,18.0,15.0,0.0,215
Говяжий хвост,19.7,6.5,0.0,137
Говяжий язык,12.2,10.9,0.0,146
Говяжий язык вареный,23.9,15.0,0.0,231
Говяжье вымя,12.3,13.7,0.0,173
Говяжье сердце,16.0,3.5,0.0,96
Говяжьи губы,15.0,5.0,0.0,105
Говяжьи легкие,16.2,2.5,0.0,92
Говяжьи легкие тушеные,20.4,3.7,0.0,120
Говяжьи мозги,11.7,8.6,0.0,124
Говяжьи ноги,25.0,6.6,0.0,159
Говяжьи почки,15.2,2.8,0.0,86
Говяжьи ребра,11.0,35.0,0.0,359
Говяжьи уши,25.2,2.3,0.0,122
Говяжья вырезка,18.6,16.0,0.0,218
Говяжья вырезка филейная,20.1,3.5,0.0,113
Говяжья грудинка,19.3,15.7,0.0,217
Говяжья грудинка копчёная,7.6,66.8,0.0,632
Говяжья грудинка копчёно-варёная,10.0,55.0,0.0,540
Говяжья лопатка,19.4,6.6,0.0,137
Говяжья пашина,18.9,16.6,0.0,225
Говяжья печень,20.0,3.1,4.0,125
Говяжья печень жареная,22.9,10.2,3.9,199
Говяжья печень нежирная,17.4,3.1,0.0,98
Говяжья покромка,18.6,16.0,0.0,218
Говяжья тазобедренная часть (огузок),20.2,6.4,0.0,138
Говяжья тушенка,14.1,17.4,0.0,214
Говяжья шейная часть,19.4,6.4,0.0,135
Голавль,17.8,5.6,0.0,127
Голец,22.4,5.7,0.0,135
Голубика,1.0,0.0,8.2,35
Голубиное мясо,18.5,23.8,0.0,294
Горбуша горячего копчения,23.2,7.6,0.0,161
Горбуша жареная в кляре,17.1,16.4,15.2,281
Горбуша запеченная в шубе,13.2,13.1,3.2,184
Горбуша маринованная,20.9,5.8,0.0,136
Горбуша натуральная Русский рыбный мир,21.0,6.0,0.0,138
Горбуша отварная,22.9,7.8,0.0,168
Горбуша свежая,20.5,6.5,0.0,142
Горбуша солёная,22.1,9.0,0.0,169
Горбыль,22.5,6.3,0.0,153
Горох варёный,6.0,0.0,9.0,60
Горох колотый Агро-Альянс,23.0,1.0,62.0,350
Горох лущеный,23.0,1.6,57.7,323
Горох маш,23.5,2.0,46.0,300
Горох маш (ростки),3.1,0.2,6.0,30
Горох маш Ярмарка Платинум,23.5,2.0,50.0,312
Горох Мистраль Айдахо,20.8,1.4,55.2,317
Горох Мистраль Орегон,20.0,1.5,66.4,327
Горох Пассим колотый,23.0,1.6,48.1,299
Горох сушёный,20.5,2.0,53.3,298
Горошек зелёный,5.0,0.2,13.8,73
Горошек зелёный 4 сезона,5.1,0.2,13.1,75
Горошек зелёный Globus,5.5,0.7,7.4,74
Горошек зелёный Hortex,6.4,0.4,10.5,83
Горошек зелёный Бондюэль замороженный,6.9,0.4,19.4,85
Горошек зелёный Бондюэль Нежный,4.8,0.2,7.5,52
Горошек зелёный Бондюэль с молодой морковью,3.3,0.5,9.3,54
Горошек зелёный Бондюэль с морковью в кубиках,3.0,0.2,10.0,53
Горошек зелёный замороженный,6.4,0.4,16.3,72
Горошек зелёный Каждый день замороженный,5.0,0.2,8.5,55
Горошек зелёный консервированный,3.6,0.1,9.8,55
Горчица,5.7,6.4,22.0,162
Горчица белая (английская),37.1,11.1,5.9,271
Горчица дижонская,9.9,12.7,5.3,143
Горчица русская (сарептская),8.7,11.0,11.6,185
Горчица чёрная (французская),37.1,11.1,5.9,271
Горчичный порошок,37.1,11.1,32.6,378
Горячий шоколад Fit Parad,3.0,5.5,42.0,230
Готовый завтрак Nestle Kosmostars звездочки и галактики медовые,7.2,5.0,76.2,400
Гранадилла,0.5,0.1,8.0,46
Гранат,0.9,0.0,13.9,52
Гранатовый сок,0.3,0.0,14.5,64
Грейпфрут,0.7,0.2,6.5,29
Грейпфрутовый нектар,0.2,0.0,10.4,44
Грейпфрутовый сок,0.9,0.2,6.5,30
Гремолата,3.7,0.4,7.6,49
Гренки пшеничные,11.4,9.0,65.7,390
Гренки пшеничные кубики салатные,12.3,5.2,61.6,342

