,"
                  ","
          Продукт        ","
          Бел, г        ","
          Жир, г        ","
          Угл, г        ","
          Кал, ккал        "
35,,Йогурт Растишка с бананом и печеньем,3.8,3.0,16.5,108
36,,Йогурт Растишка с земляникой,2.9,1.6,15.6,88
37,,Йогурт Растишка с клубникой и печеньем,3.8,3.0,16.5,108
38,,Йогурт Растишка с лесными ягодами,2.9,1.6,15.6,88
39,,Йогурт Растишка с мякотью вишни,2.9,1.6,15.5,89
40,,Йогурт Растишка с мякотью клубники,2.9,1.6,15.4,88
41,,Йогурт Растишка с мякотью персика и абрикоса,2.9,1.6,15.6,88
42,,Йогурт Растишка с печеньем,2.9,1.6,15.2,86
43,,Йогурт Растишка с черникой,2.9,1.6,15.6,88
44,,Йогуртное пюре Gerber с грушей и бананом,1.0,3.0,11.0,90
45,,Йогуртное пюре Gerber с малиной и черникой,0.8,2.2,12.0,70
46,,Каша 3 злака Nestle молочная с яблоком и грушей,14.0,10.0,67.5,416
47,,Каша 5 злаков Nestle молочная с яблоком и бананом,14.0,10.0,68.0,418
48,,Каша 7 злаков Малютка безмолочная,10.9,2.2,73.2,374
49,,Кефир Агуша 3.2%,2.7,3.2,4.0,56
50,,Кисель ФрутоНяня из клюквы,0.0,0.0,11.0,44
51,,Кисель ФрутоНяня из малины,0.0,0.0,11.5,46
52,,Кисломолочный напиток Агуша Я Сам! Иммунити,2.0,3.4,8.3,72
53,,Коктейль молочный Агуша Я Сам! кукуруза с бананом,2.5,3.0,10.5,85
54,,Коктейль молочный Агуша Я Сам! рис-груша-яблоко,2.6,3.0,9.4,75
55,,Коктейль молочный Агуша Я Сам! с гречкой,2.5,3.0,8.0,75
56,,Коктейль молочный Здрайверы Клубника 3.2%,2.8,3.2,7.5,70
57,,Коктейль молочный Здрайверы Крем-Брюле 3.0%,2.8,2.0,8.5,63
58,,Коктейль молочный Здрайверы Шоколадный 3.0%,2.9,3.0,10.0,81
59,,Кукурузная каша Малютка безмолочная,7.0,1.0,84.5,375
60,,Кукурузная кашка Heinz низкоаллергенная без молока,7.8,3.0,80.4,380
61,,Кукурузная кашка Heinz тыква чернослив морковочка молочная,12.9,6.4,71.2,394
62,,Многозерновая кашка 5 злаков Heinz без молока,6.9,1.8,83.0,374
63,,Многозерновая кашка Heinz Любопышки банан клубника йогуртная,13.0,10.9,65.0,410
64,,Многозерновая кашка Heinz Любопышки слива абрикос черника молочная,13.0,11.0,66.0,414
65,,Молоко Агуша с витаминами А и С 3.2%,2.9,3.2,4.7,59
66,,Молоко Агуша с лактулозой 2.5%,3.0,3.2,4.5,59
67,,Молоко Агуша Я Сам! Иммунити 2.5%,2.9,2.5,4.8,53
68,,Молоко Тёма детское 3.2%,3.0,3.2,4.7,60
69,,Молоко Тёма детское обогащенное 3.2%,2.9,3.2,4.7,59
70,,Морс Агуша ягодный сбор,0.0,0.0,10.0,42
71,,Морс ФрутоНяня из клюквы и малины,0.0,0.0,10.0,42
72,,Морс ФрутоНяня из ягод,0.0,0.0,11.4,46
73,,Мультизлаковая каша Малютка молочная с печеньем,13.3,11.7,66.5,431
74,,Мультизлаковая каша Малютка молочная с фруктами и овсянкой,12.2,14.2,67.1,445
75,,Мультизлаковая кашка ФрутоНяня молочная жидкая,2.1,2.0,9.9,64
76,,Нектар Бабушкино Лукошко Яблоко Груша,0.0,0.0,12.0,48
77,,Нектар ФрутоНяня из бананов с мякотью,0.0,0.0,12.0,48
78,,Нектар ФрутоНяня из яблок и вишни с мякотью,0.0,0.0,12.0,48
79,,Нектар ФрутоНяня Яблоко-слива с мякотью,0.0,0.0,12.0,48
