name,protein,fats,carbs,calories
Портулак,1.3,0.1,3.4,17
Посыпка кондитерская,4.6,10.2,73.9,395
Пражский пай Сдобная особа земляника,4.7,18.0,54.5,398
Пражский пай Сдобная особа карамель,4.9,19.5,55.7,424
Пражский пай Сдобная особа шоколадно-ореховый,5.1,19.0,55.0,418
Приправа Gallina Blanca 15 овощей,9.5,2.5,31.5,187
Приправа Gallina Blanca 15 трав и специй,11.7,1.7,29.0,178
Приправа Gallina Blanca Универсальная,7.8,0.7,12.8,89
Приправа Kamis Прованские травы,15.5,6.5,20.9,204
Приправа Knorr Ароматная для борща,8.5,7.0,36.0,241
Приправа Knorr Ароматная для мяса,6.0,2.0,25.5,144
Приправа Knorr Ароматная для рыбы,5.5,4.0,59.0,294
Приправа Knorr Ароматная Классика овощей,8.0,1.5,23.0,138
Приправа Knorr Бульон говяжий Душа обеда,6.6,4.6,3.9,83
Приправа Knorr Бульон куриный Душа обеда,6.6,6.5,4.6,103
Приправа Knorr Секрет сациви,6.0,6.5,55.0,307
Приправа Maggi Cупер весенняя зелень,0.8,2.6,11.9,75
Приправа Maggi Букет приправ для курицы,6.2,2.2,23.9,144
Приправа Maggi Говяжий бульон на косточке,3.8,9.8,28.1,218
Приправа Maggi Дары природы,4.7,8.8,32.8,231
Приправа Maggi Душистый пучок,1.2,5.4,14.2,111
Приправа Maggi Зажарка из лука и моркови,3.8,11.5,36.9,267
Приправа Maggi Зажарка со сладким перцем,5.0,10.7,31.3,242
Приправа Maggi Заправка Для кислых щей,2.0,2.2,19.5,106
Приправа Maggi Куриный бульон,0.3,2.1,9.6,59
Приправа Maggi Куриный бульон Золотой,0.8,9.9,22.7,186
Приправа Maggi Куриный бульон с овощами и зеленью,1.2,9.7,25.5,194
Приправа Maggi На второе для гречки по-купечески,7.2,5.1,53.0,301
Приправа Maggi На второе для домашних колбасок по-баварски,8.9,2.7,59.6,306
Приправа Maggi На второе для запеканки из макарон с мясом по-итальянски,5.0,2.7,59.0,283
Приправа Maggi На второе для котлет,10.0,2.6,58.7,299
Приправа Maggi На второе для куриных крылышек барбекю,4.7,8.8,32.8,231
Приправа Maggi На второе для курицы по-французски,4.5,0.6,70.0,307
Приправа Maggi На второе для мясного рулета с яйцом и сыром,7.6,2.5,62.4,302
Приправа Maggi На второе для мясных ежиков с рисом и морковью,4.5,3.0,50.3,249
Приправа Maggi На второе для нежной курицы по-итальянски,6.1,32.0,27.0,437
Приправа Maggi На второе для нежной курицы с чесноком и травами,6.3,32.9,23.8,434
Приправа Maggi На второе для пельменей по-уральски,5.5,16.2,57.9,402
Приправа Maggi На второе для плова с курицей,6.0,6.5,39.1,270
Приправа Maggi На второе для сочного жаркого из курицы с овощами,5.5,6.3,44.9,259
Приправа Maggi На второе для сочного мяса с чесночком и луком по-домашнему,1.9,3.9,51.4,255
Приправа Maggi На второе для сочного цыпленка табака,2.5,3.5,63.5,308
Приправа Maggi На второе для сочной курицы с травами,3.7,1.6,50.7,232
Приправа Maggi На второе для сочной курицы с чесноком,4.9,3.9,51.0,277
Приправа Maggi На второе для сочной курочки Карри,4.9,4.9,54.0,293
Приправа Maggi На второе для сочных ребрышек барбекю,5.4,3.7,56.6,298
Приправа Maggi На второе для сочных ребрышек с дымком,2.7,3.2,49.9,239
Приправа Maggi На второе для хрустящих наггетсов с соусом тартар,5.3,4.6,68.6,342
Приправа Maggi На второе для чахохбили из курицы,7.8,3.4,50.4,264
Приправа Vegeta Natur,4.4,0.9,28.0,152
Приправа Vegeta для говядины,9.4,1.7,27.1,161
Приправа Vegeta для гриля,9.1,1.0,30.8,169
Приправа Vegeta для картофеля,9.0,1.2,29.9,166
Приправа Vegeta для креветок,11.4,1.1,25.7,158
Приправа Vegeta для курицы,8.4,1.2,29.1,161
Приправа Vegeta для макаронных изделий,9.3,0.8,25.4,146
Приправа Vegeta для моркови по-корейски,8.2,1.2,28.5,158
Приправа Vegeta для плова,10.3,1.5,29.5,173
Приправа Vegeta для риса,11.4,0.8,24.8,152
Приправа Vegeta для рыбы,8.1,1.3,30.5,166
Приправа Vegeta для салата,8.8,0.6,29.8,160
Приправа Vegeta для салата с укропом,9.8,1.3,18.0,123
Приправа Vegeta для салата с чесноком,8.8,0.8,25.2,143
Приправа Vegeta для свинины,7.9,0.9,25.3,141
Приправа Vegeta для шашлыка,9.1,1.2,26.8,154
Приправа Vegeta Легкая,6.0,0.4,26.5,134
Приправа Vegeta Пряная,9.3,0.6,24.0,139
Приправа Vegeta Универсальная,8.5,0.6,24.0,137
Приправа грибная,2.0,2.0,4.0,40
Приправа для баранины,2.0,6.0,25.5,144
Приправа для борща,10.3,1.5,29.5,173
Приправа для гуляша,6.0,2.0,25.5,144
Приправа для картофеля,6.0,2.0,25.5,144
Приправа для курицы,8.4,1.2,29.1,161
Приправа для моркови по-корейски,8.2,1.2,28.5,158
Приправа для мяса,6.0,2.0,25.5,144
Приправа для пельменей,6.0,2.0,25.5,144
Приправа для пиццы,10.4,1.5,29.5,173
Приправа для плова,10.3,1.5,29.5,173
Приправа для риса,11.4,0.8,24.8,152
