,"
                  ","
          Продукт        ","
          Бел, г        ","
          Жир, г        ","
          Угл, г        ","
          Кал, ккал        "
0,,Акула катран,19.9,7.0,0.0,142
1,,Акульи плавники,21.0,4.8,0.0,130
2,,Амур белый,18.6,5.3,0.0,134
3,,Амур чёрный,17.5,2.0,0.0,88
4,,Анчоус атлантический,20.1,6.1,0.0,135
5,,Анчоусная паста,26.0,16.0,4.0,280
6,,Анчоусы консервированные,20.1,6.1,0.0,135
7,,Аргентина,17.6,2.0,0.0,88
8,,Барабулька (султанка),19.4,3.8,0.0,117
9,,Белоглазка,17.5,2.0,0.0,88
10,,Белорыбица,17.5,2.0,0.0,88
11,,Белуга бланшированная,23.3,15.6,0.0,234
12,,Белуга свежая,21.0,0.7,0.0,147
13,,Белуга сушеная,69.9,5.3,0.0,327
14,,Бельдюга,17.5,2.0,0.0,88
15,,Берикс,20.3,0.8,0.0,88
16,,Бестер,21.0,0.7,0.0,147
17,,Бопс (Полосатик),15.3,1.5,0.0,79
18,,Бротола,19.4,1.6,0.0,92
19,,Бычки в томатном соусе,17.5,2.0,0.0,88
20,,Бычок,17.5,2.0,0.0,88
21,,Венерка,14.7,1.0,3.6,86
22,,Визига,1.2,0.1,6.0,28
23,,Вобла вяленая,46.4,5.5,0.0,235
24,,Вобла копчёная,31.1,6.3,0.0,181
25,,Вобла свежая,18.0,2.8,0.0,97
26,,Водоросли бурые,1.7,0.6,8.3,43
27,,Водоросли зелёные,1.5,0.0,5.0,25
28,,Водоросли красные,1.5,0.0,5.0,25
29,,Водоросль вакаме,3.0,0.6,8.6,45
30,,Водоросль далс,1.5,0.0,5.0,25
31,,Водоросль ирландский мох (карраген),1.5,0.2,11.0,49
32,,Водоросль кантен,0.5,0.0,6.3,26
33,,Водоросль комбу,8.3,8.3,10.0,77
34,,Водоросль лиму,1.7,0.2,4.3,25
35,,Водоросль нори,46.1,0.1,41.0,349
36,,Водоросль порфира,5.8,0.3,4.8,35
37,,Водоросль спирулина,4.2,2.5,9.9,79
38,,Водоросль ульва,1.9,0.0,3.8,25
39,,Водоросль уми будо,1.5,0.4,4.8,25
40,,Водоросль фукус,3.0,0.6,8.6,35
41,,Гладкоголов,8.0,1.9,0.0,49
42,,Голавль,17.8,5.6,0.0,127
43,,Голец,22.4,5.7,0.0,135
44,,Горбуша горячего копчения,23.2,7.6,0.0,161
45,,Горбуша жареная в кляре,17.1,16.4,15.2,281
46,,Горбуша запеченная в шубе,13.2,13.1,3.2,184
47,,Горбуша маринованная,20.9,5.8,0.0,136
48,,Горбуша натуральная Русский рыбный мир,21.0,6.0,0.0,138
49,,Горбуша отварная,22.9,7.8,0.0,168
50,,Горбуша свежая,20.5,6.5,0.0,142
51,,Горбуша солёная,22.1,9.0,0.0,169
52,,Горбыль,22.5,6.3,0.0,153
53,,Групер (мероу),24.8,1.3,0.0,118
54,,Густера,15.1,2.4,0.0,97
55,,Дорадо,18.0,3.0,0.0,96
56,,Ёрш,17.5,2.0,0.0,88
57,,Желтохвост (лакедра),21.0,16.0,0.0,240
58,,Желтый полосатик,17.5,2.0,0.0,88
59,,Желтый полосатик сушеный,50.0,7.5,0.0,267
60,,Жерех,18.8,2.6,0.0,98
61,,Зубан,18.8,6.3,0.0,131
62,,Зубатка жареная,22.2,11.5,4.1,209
63,,Зубатка запеченная,7.4,8.8,6.8,137
64,,Зубатка отварная,15.5,5.8,0.0,114
65,,Зубатка пёстрая,19.6,5.3,0.0,126
66,,Зубатка полосатая,16.0,5.0,0.0,109
67,,Икра,36.0,10.2,0.0,123
68,,Икра белужья зернистая,27.2,14.2,0.0,237
69,,Икра виноградных улиток,16.1,1.4,2.0,90
70,,Икра горбуши зернистая,31.2,11.7,0.0,230
71,,Икра жёлтая (частиковая),17.5,2.0,0.0,88
72,,Икра из морских водорослей Здоровье (красная),0.4,2.0,2.5,30
73,,Икра из морских водорослей Здоровье (черная),0.4,2.5,4.0,40
74,,Икра искусственная,1.0,5.0,2.6,64
75,,Икра кеты зернистая,31.6,13.8,0.0,251
76,,Икра консервированная,19.0,11.0,1.0,179
77,,Икра летучей рыбы (тобико),13.0,3.1,10.0,92
78,,Икра лещевая пробойная,24.7,4.8,0.0,142
79,,Икра лососевая зернистая,32.0,15.0,0.0,263
