,"
                  ","
          Продукт        ","
          Бел, г        ","
          Жир, г        ","
          Угл, г        ","
          Кал, ккал        "
0,,Пюре Бабушкино Лукошко Тыква Яблоко,0.0,0.0,12.1,48
1,,Пюре Бабушкино Лукошко Тыква-Рис Молоко,1.5,4.0,13.0,94
2,,Пюре Бабушкино Лукошко Цветная капуста,0.0,0.0,4.2,17
3,,Пюре Бабушкино Лукошко Цыплёнок,7.0,9.0,7.0,137
4,,Пюре Бабушкино Лукошко Цыплёнок Овощи,3.0,6.0,5.0,86
5,,Пюре Бабушкино Лукошко Чернослив,0.0,0.0,23.7,95
6,,Пюре Бабушкино Лукошко Чернослив Творог,0.5,1.7,9.0,53
7,,Пюре Бабушкино Лукошко Яблоко,0.0,0.0,10.8,45
8,,Пюре Бабушкино Лукошко Яблоко Абрикос,0.0,0.0,14.1,59
9,,Пюре Бабушкино Лукошко Яблоко Слива,0.0,0.0,13.5,54
10,,Пюре Бабушкино Лукошко Яблоко Сливки,0.6,1.0,14.0,66
11,,Пюре Бабушкино Лукошко Яблоко Творог,0.5,1.7,12.0,65
12,,Пюре Бабушкино Лукошко Яблоко Черника,0.0,0.0,16.9,68
13,,Пюре из абрикосов,0.9,0.1,9.0,38
14,,Пюре из апельсинов,0.9,0.2,8.5,40
15,,Пюре из бананов,1.5,0.1,21.0,89
16,,Пюре из брокколи,2.8,0.4,6.6,34
17,,Пюре из вишни,0.9,0.2,10.9,57
18,,Пюре из груш,0.2,0.0,13.0,52
19,,Пюре из зеленого горошка,5.0,0.2,13.8,73
20,,Пюре из кабачков,0.6,0.3,4.6,24
21,,Пюре из клубники,0.5,0.1,14.9,60
22,,Пюре из клюквы,0.5,0.0,6.2,27
23,,Пюре из кукурузы,8.3,1.2,71.0,328
24,,Пюре из малины,0.2,0.1,11.2,48
25,,Пюре из манго,0.2,0.3,14.0,60
26,,Пюре из моркови,0.7,0.1,5.0,24
27,,Пюре из мяса,8.5,11.0,2.4,145
28,,Пюре из овощей,0.9,0.1,5.6,24
29,,Пюре из персиков,0.0,0.0,20.1,82
30,,Пюре из свеклы,2.2,1.7,12.6,70
31,,Пюре из слив,0.8,0.0,8.4,40
32,,Пюре из томатов,3.6,0.0,11.8,66
33,,Пюре из тыквы,1.7,6.2,6.3,88
34,,Пюре из фруктов,0.0,0.0,14.4,60
35,,Пюре из фруктов и овощей,0.4,0.1,12.2,52
36,,Пюре из цветной капусты,1.6,0.7,5.4,33
37,,Пюре из яблок,0.6,0.2,19.0,82
38,,Пюре Спелёнок Груша с витамином С.,0.2,0.0,13.0,52
39,,Пюре Спелёнок Груша с овсянкой,0.6,1.0,11.5,48
40,,Пюре Спелёнок Морковь с витамином С.,0.0,0.0,7.0,28
41,,Пюре Спелёнок Персик,0.0,0.0,13.0,52
42,,Пюре Спелёнок Персик + Банан + Яблоко со сливками,0.0,1.5,16.0,77
43,,Пюре Спелёнок Тыква с витамином С.,0.0,0.0,7.0,28
44,,Пюре Спелёнок Яблоко + 4 злака,0.6,1.0,11.5,48
45,,Пюре Спелёнок Яблоко + 4 злака со сливками,0.6,1.0,11.5,57
46,,Пюре Спелёнок Яблоко + Груша + Персик с творогом,2.0,0.0,13.0,60
47,,Пюре Спелёнок Яблоко + Груша + Слива со сливками,0.5,1.5,16.0,77
48,,Пюре Спелёнок Яблоко + Клубника со сливками,0.5,1.5,16.0,77
49,,Пюре Спелёнок Яблоко с витамином С.,0.3,0.0,11.0,44
50,,Пюре Спелёнок Яблоко с творогом,2.0,0.0,15.0,68
51,,Пюре Спелёнок Яблоко со сливками,0.0,1.5,16.0,77
52,,Пюре Тёма Говядина с кабачками,5.0,6.0,5.9,100
53,,Пюре Тёма Говядина с рисом,5.5,6.0,5.8,99
54,,Пюре Тёма Говядина с сердцем,9.0,9.0,2.4,145
55,,Пюре Тёма Говядина с языком,9.0,9.0,2.4,145
56,,Пюре Тёма Кролик,8.5,11.0,2.4,143
57,,Пюре Тёма Мясо цыплят с говядиной,10.0,12.0,3.5,162
58,,Пюре Тёма Петушок,9.0,9.0,2.4,126
59,,Пюре Тёма Свинина,8.5,11.0,2.4,143
60,,Пюре ФрутоНяня Брокколи,1.0,0.0,4.0,20
61,,Пюре ФрутоНяня Витаминный салатик,0.0,0.0,15.3,61
62,,Пюре ФрутоНяня из говядины с печенью,10.0,7.0,0.0,103
63,,Пюре ФрутоНяня из говядины с языком и сердцем,10.5,7.0,0.0,105
64,,Пюре ФрутоНяня из мяса ягненка,13.5,10.0,0.0,144
65,,Пюре ФрутоНяня из свинины,14.5,12.0,0.0,166
66,,Пюре ФрутоНяня из слив,0.0,0.0,12.3,49
67,,Пюре ФрутоНяня из телятины,12.5,6.0,0.0,104
68,,Пюре ФрутоНяня из цветной капусты,1.0,0.0,4.0,20
69,,Пюре ФрутоНяня из цыпленка,14.5,3.0,0.0,85
70,,Пюре ФрутоНяня из яблок и абрикосов со сливками,0.6,1.0,15.5,73
71,,Пюре ФрутоНяня из яблок и груш с творогом,1.0,0.0,17.3,73
72,,Пюре ФрутоНяня из яблок со сливками,0.5,1.0,15.0,71
73,,"Пюре ФрутоНяня из яблок, черной и красной смородины",0.0,0.0,14.0,56
74,,Пюре ФрутоНяня Овощной салатик,0.5,0.0,5.5,24
75,,Пюре ФрутоНяня Фруктовый салатик,0.0,0.0,13.2,53
76,,Пюре ФрутоНяня Цыпленок с рисом и овощами,4.0,3.0,7.0,71
77,,Пюре ФрутоНяня Экзотический салатик,0.0,0.0,16.1,64
78,,Пюре ФрутоНяня Ягодный салатик,0.0,0.0,13.9,56
79,,Пюре ФрутоНяня Ягодный салатик со сливками,0.5,0.3,15.5,67
