name,protein,fats,carbs,calories
Капуста кале,3.3,0.7,8.0,50
Капуста квашеная,1.8,0.1,4.4,19
Капуста кольраби,2.8,0.0,10.7,42
Капуста консервированная,1.3,0.1,3.6,23
Капуста краснокочанная,0.8,0.0,7.6,24
Капуста пак-чой,1.5,0.2,2.2,13
Капуста пекинская,1.2,0.2,2.0,16
Капуста романеско,2.5,0.3,4.2,30
Капуста романеско Бондюэль,2.9,0.5,2.2,25
Капуста савойская,1.2,0.1,6.0,28
Капуста цветная,2.5,0.3,5.4,30
Капуста цветная 4 сезона,2.5,0.3,4.6,31
Капуста цветная Hortex,2.2,0.2,2.3,24
Капуста цветная Бондюэль замороженная,1.6,0.2,3.9,14
Капуста цветная варёная,1.8,0.3,4.0,29
Капуста цветная жареная,3.0,10.0,5.7,120
Капуста цветная консервированная,2.5,0.3,4.2,28
Каравай Праздничный,7.7,6.3,45.9,276
Каракатица,16.2,0.7,0.8,79
Каракатица (чернила),16.2,0.7,0.8,79
Карамбола,1.0,0.0,7.0,31
Карамель леденцовая,0.0,0.1,96.2,362
Карамель леденцовая Tunes с ароматом ментола и мяты,0.0,1.8,95.8,398
Карамель с ликёром,0.0,0.1,92.6,358
Карамель фруктовая,0.1,0.1,92.2,357
Карамель шоколадно-ореховая,1.8,9.2,86.8,420
Караса кани,10.1,1.0,9.0,85
Карась маринованный,15.5,8.2,0.6,136
Карась отварной,20.7,2.1,0.0,102
Карась свежий,17.7,1.8,0.0,87
Карбонад варёно-копчёный,16.0,8.0,0.0,135
Кардамон,10.8,6.7,68.5,311
Кардамон чёрный,10.7,6.8,40.5,311
Карп жареный,18.3,11.6,4.5,196
Карп консервированный,13.6,8.7,1.4,138
Карп маринованный,13.6,8.7,1.4,138
Карп отварной,16.0,3.7,2.0,102
Карп свежий,16.0,5.3,0.0,112
Карри,12.7,13.8,25.0,352
Картофель,2.0,0.4,16.1,76
Картофель 4 сезона по-деревенски,2.5,4.0,23.5,130
Картофель 4 сезона фри,2.1,3.3,11.0,105
Картофель варёный,2.0,0.4,16.7,82
Картофель Деревенский Бургер Кинг,2.9,10.8,28.5,223
Картофель жареный,2.8,9.5,23.4,192
Картофель Кинг Фри Бургер Кинг,4.7,13.1,33.6,275
Картофель молодой,2.4,0.4,12.4,61
Картофель по-деревенски McDonalds,4.0,15.0,42.0,330
Картофель сладкий (батат),2.0,0.0,14.6,61
Картофель сушеный,6.6,0.3,71.6,298
Картофель фиолетовый,2.0,0.4,16.0,72
Картофель фри KFC (стандартная порция),3.8,15.5,30.1,276
Картофель фри McDonalds (большая порция),5.0,22.0,54.0,445
Картофель фри McDonalds (маленькая порция),3.0,12.0,29.0,240
Картофель фри McDonalds (средняя порция),5.0,17.0,42.0,340
Картофельное пюре,2.5,4.2,14.7,106
Картофельное пюре быстрого приготовления сухое,10.5,3.8,75.3,337
Картофельные хлопья,7.0,1.1,83.0,369
Кассия,3.9,1.2,27.5,250
Катык 0.1%,2.8,0.1,4.2,28
Катык 3.2%,2.8,3.2,4.2,56
Катык 6%,2.8,6.0,3.6,80
Каша 3 злака Nestle молочная с яблоком и грушей,14.0,10.0,67.5,416
Каша 4-х зерновая Myllyn Paras,11.4,2.8,61.1,320
Каша 5 злаков Nestle молочная с яблоком и бананом,14.0,10.0,68.0,418
Каша 7 злаков Малютка безмолочная,10.9,2.2,73.2,374
Каша Dymatize Elite High Protein Granola,47.2,3.5,40.3,368
Каша Dymatize Elite High Protein Oatmeal,48.6,3.5,34.7,361
Каша овсяная Леовит Худеем за неделю Абрикос,9.3,4.5,66.6,344
Каша овсяная Леовит Худеем за неделю Яблоко и корица,9.0,5.5,67.0,350
Каштан жареный,3.2,2.2,33.8,182
Каштан консервированный,3.4,2.2,50.0,213
Каштан свежий,3.4,3.0,30.6,166
Квас Очаковский,0.0,0.0,5.5,30
Квас хлебный,0.2,0.0,5.2,27
Кедровые орехи,11.6,61.0,19.3,673
Кедровый жмых,31.0,19.0,33.0,432
Кекс с изюмом,6.4,17.6,53.6,384
Кекс Уфимский,6.5,11.0,43.2,295
Кервель сушеный,23.2,3.9,49.1,237
