name,protein,fats,carbs,calories
Йогурт Данон термостатный густой 1.5%,3.6,1.5,5.2,49
Йогурт Данон Черника,2.8,1.5,14.5,83
Йогурт Для всей семьи с черникой,3.1,2.5,14.9,95
Йогурт Здрайверы клубника 2.5%,2.8,2.5,13.3,90
Йогурт Здрайверы мультифрукт 2.5%,2.8,2.5,10.5,76
Йогурт Здрайверы персик-злаки 2.5%,2.8,2.5,14.0,90
Йогурт Здрайверы яблоко-банан 2.5%,2.8,2.5,14.0,90
Йогурт натуральный 2%,4.3,2.0,6.2,60
Йогурт натуральный 3.2%,5.0,3.2,3.5,66
Йогурт Простоквашино белый классический,3.9,2.7,6.5,66
Йогурт Растишка с бананом и печеньем,3.8,3.0,16.5,108
Йогурт Растишка с земляникой,2.9,1.6,15.6,88
Йогурт Растишка с клубникой и печеньем,3.8,3.0,16.5,108
Йогурт Растишка с лесными ягодами,2.9,1.6,15.6,88
Йогурт Растишка с мякотью вишни,2.9,1.6,15.5,89
Йогурт Растишка с мякотью клубники,2.9,1.6,15.4,88
Йогурт Растишка с мякотью персика и абрикоса,2.9,1.6,15.6,88
Йогурт Растишка с печеньем,2.9,1.6,15.2,86
Йогурт Растишка с черникой,2.9,1.6,15.6,88
Йогурт фруктовый 1.5%,3.7,1.5,8.9,63
Йогурт фруктовый 3.2%,5.0,3.2,8.5,85
Йогурт Чудо Двойной вкус Вишня-Черешня,2.8,2.4,14.7,92
Йогурт Чудо Двойной вкус Клубника-Земляника,2.8,2.4,14.7,92
Йогурт Чудо Двойной вкус Малина-Черника,2.8,2.4,14.7,92
Йогурт Чудо Двойной вкус Манго-Дыня,2.8,2.4,14.7,92
Йогурт Чудо Двойной вкус Персик-Абрикос,2.8,2.4,14.7,92
Йогурт Чудо Лесные ягоды,2.8,2.4,14.5,91
Йогурт Чудо Яблоко-Мюсли,2.8,2.5,15.5,96
Йогуртное пюре Gerber с грушей и бананом,1.0,3.0,11.0,90
Йогуртное пюре Gerber с малиной и черникой,0.8,2.2,12.0,70
Кабанье мясо,21.5,3.3,0.0,122
Кабачки 4 сезона нарезанные,0.6,0.3,5.3,26
Кабачковая икра,1.2,7.0,7.4,97
Кабачок,0.6,0.3,4.6,24
Кабачок жареный,1.1,6.0,6.7,88
Кабачок консервированный,0.4,0.1,4.9,22
Каймак,6.1,23.5,1.2,242
Какао Dr.Oetker,22.0,11.0,12.0,235
Какао тёртое,13.5,54.0,17.8,607
Какао-бобы,12.8,53.1,9.5,565
Какао-порошок,24.2,17.5,31.9,374
Какао-порошок обезжиренный 0-1%,30.0,0.9,11.0,179
Калач,7.9,0.8,51.6,249
Калина,0.0,0.0,7.0,26
Кальмары (кольца сушеные),49.1,1.9,3.0,226
Кальмары (щупальца в маринаде),70.0,1.0,3.0,301
Кальмары (щупальца сушеные),70.0,1.0,3.0,293
Кальмары жареные,14.2,13.4,1.8,188
Кальмары Капитан вкусов натуральные порционные,15.0,1.0,1.7,76
Кальмары консервированные,20.0,2.0,0.0,105
Кальмары маринованные,20.0,2.1,1.8,106
Кальмары отварные,21.2,2.8,2.0,122
Кальмары с гриля,21.8,2.9,2.1,115
Кальмары свежие,19.0,2.5,1.8,98
Кальмары сушеные,62.0,2.0,5.0,286
Камбала горячего копчения,22.0,11.6,0.0,192
Камбала жареная,16.8,15.1,4.7,223
Камбала отварная,18.3,3.3,0.0,103
Камбала свежая,16.5,1.8,0.0,83
Камфора,0.0,0.0,0.0,
Кани гуриру,7.0,11.6,17.2,201
Кани муни,6.1,5.8,11.0,121
Капеллини,13.0,1.5,70.2,346
Каперсы,0.8,0.1,2.6,14
Каперсы консервированные,2.4,0.9,1.7,24
Каперсы маринованные,2.4,0.9,1.7,24
Капуста белокочанная,1.8,0.1,4.7,27
Капуста белокочанная жареная,1.8,2.8,4.2,49
Капуста белокочанная сушеная,15.0,1.4,48.0,278
Капуста брокколи,3.0,0.4,5.2,28
Капуста брокколи 4 сезона,2.5,0.3,4.6,31
Капуста брокколи Hortex,2.7,0.4,2.4,29
Капуста брокколи Бондюэль замороженная,2.7,0.1,4.9,23
Капуста брокколи варёная,3.0,0.4,4.0,27
Капуста брокколи замороженная,2.7,0.4,4.7,24
Капуста брюссельская,4.8,0.0,8.0,43
Капуста брюссельская 4 сезона,4.8,0.3,3.1,36
Капуста брюссельская Hortex,4.5,0.5,3.2,46
Капуста брюссельская Бондюэль замороженная,4.0,0.5,8.0,31
Капуста брюссельская замороженная,4.5,0.5,8.4,36
