,"
                  ","
          Продукт        ","
          Бел, г        ","
          Жир, г        ","
          Угл, г        ","
          Кал, ккал        "
0,,Морковные палочки,1.0,0.0,6.0,29
1,,Морковный жмых,0.6,0.1,4.5,20
2,,Морковь,1.3,0.1,6.9,32
3,,Морковь Бондюэль молодая целая,0.8,0.5,5.0,27
4,,Морковь Бондюэль молодая Экстра,0.5,0.7,4.2,25
5,,Морковь варёная,0.8,0.3,5.0,25
6,,Морковь жёлтая,1.3,0.1,7.2,33
7,,Морковь квашеная,1.3,0.1,4.5,26
8,,Морковь консервированная,0.6,0.1,3.6,23
9,,Морковь пассерованная,0.9,10.2,8.5,127
10,,Морковь сушеная,7.8,0.6,49.2,221
11,,Морковь фиолетовая,1.3,0.1,6.9,35
12,,Нут,19.0,6.0,61.0,364
13,,Нут Fresh Food отварной,9.0,0.0,19.0,140
14,,Нут Агро-Альянс,19.9,5.2,65.9,390
15,,Нут Бондюэль На пару,6.4,2.2,14.7,120
16,,Нут вареный,8.3,1.9,19.3,127
17,,Нут Ярмарка Платинум,20.1,4.3,55.1,320
18,,Овощи,2.5,0.1,5.0,31
19,,Овощи Бондюэль для супа из шампиньонов,0.3,0.3,6.0,22
20,,Овощи для жарки Hortex,2.1,1.7,8.5,63
21,,Овощи для жарки Hortex с приправой по-восточному,2.2,0.3,4.5,37
22,,Овощи для жарки Hortex с приправой по-итальянски,2.4,0.5,6.7,47
23,,Овощи для жарки Hortex с пряными травами и перцем,2.1,1.5,11.1,71
24,,Овощи для жарки Hortex с рисом и шампиньонами,2.8,0.4,10.0,60
25,,Овощи для жарки Hortex с укропом,2.2,1.5,8.4,61
26,,Овощи для жарки Краски лета,2.4,0.0,10.8,53
27,,Овощная смесь 4 сезона Весенние овощи,2.9,0.3,10.0,54
28,,Овощная смесь 4 сезона Восточная,2.7,0.4,7.5,44
29,,Овощная смесь 4 сезона Гавайская,3.7,1.2,24.8,125
30,,Овощная смесь 4 сезона Грибное жаркое с гречкой,4.3,0.9,15.9,85
31,,Овощная смесь 4 сезона Грибы с картошкой,2.0,0.5,7.4,40
32,,Овощная смесь 4 сезона Гювеч,1.4,0.1,5.2,51
33,,Овощная смесь 4 сезона Итальянская,5.4,0.9,22.0,114
34,,Овощная смесь 4 сезона Калифорния,7.6,1.6,42.6,154
35,,Овощная смесь 4 сезона Китайская,2.3,1.2,3.9,34
36,,Овощная смесь 4 сезона Летние овощи,3.5,0.3,7.5,47
37,,Овощная смесь 4 сезона Лечо,1.2,0.1,5.3,27
38,,Овощная смесь 4 сезона Мексиканская,3.4,0.9,16.4,87
39,,Овощная смесь 4 сезона Мусака,1.5,0.2,8.1,40
40,,Овощная смесь 4 сезона Овощи для жарки с шампиньонами,4.9,1.2,2.1,39
41,,Овощная смесь 4 сезона Овощи по-деревенски,5.4,1.7,26.1,141
42,,Овощная смесь 4 сезона Овощи с гречкой,3.5,0.8,16.8,84
43,,Овощная смесь 4 сезона Овощное рагу,0.5,0.1,3.8,38
44,,Овощная смесь 4 сезона Паприкаш,3.5,0.1,8.9,51
45,,Овощная смесь 4 сезона Паста с лесными грибами,0.1,0.9,16.0,84
46,,Овощная смесь 4 сезона Сибирская,2.6,0.5,10.7,58
47,,Овощная смесь 4 сезона Скандинавская,2.8,0.3,5.9,38
48,,Овощная смесь 4 сезона Столичный салат,1.8,0.2,12.1,57
49,,Овощная смесь Hortex mexico,3.6,0.4,7.5,56
50,,Овощная смесь Hortex vip,1.9,0.4,5.4,39
51,,Овощная смесь Hortex брокколи,1.9,0.3,3.1,28
52,,Овощная смесь Hortex брокколи и цветная,2.5,0.3,2.4,27
53,,Овощная смесь Hortex весенние овощи,2.8,0.3,3.9,37
54,,Овощная смесь Hortex восточное блюдо,1.6,0.2,3.2,27
55,,Овощная смесь Hortex гавайская,3.7,0.6,18.5,100
56,,Овощная смесь Hortex картофель по-деревенски,1.3,0.3,5.5,34
57,,Овощная смесь Hortex кус-кус,2.1,0.2,4.6,34
58,,Овощная смесь Hortex летние овощи,2.6,0.2,4.2,36
59,,Овощная смесь Hortex лечо,1.1,0.3,3.0,22
60,,Овощная смесь Hortex овощи по-деревенски,1.8,0.3,7.3,44
61,,Овощная смесь Hortex овощи по-домашнему,1.3,0.3,3.9,28
62,,Овощная смесь Hortex паприкаш,1.3,0.2,2.9,22
63,,Овощная смесь Hortex рагу,1.3,0.2,2.3,19
64,,Овощная смесь Hortex рататуй,1.1,0.2,2.6,19
65,,Овощная смесь Бондюэль Весенняя,2.6,0.5,4.5,35
66,,Овощная смесь Бондюэль для жарки Гавайская,3.0,0.5,22.7,91
67,,Овощная смесь Бондюэль для жарки Индонезийская,1.8,0.0,7.8,38
68,,Овощная смесь Бондюэль для жарки Китайская,2.5,0.4,11.7,61
69,,Овощная смесь Бондюэль для жарки По-деревенски,1.7,4.6,4.4,65
70,,Овощная смесь Бондюэль для жарки Полевая,2.0,0.4,3.3,25
71,,Овощная смесь Бондюэль для жарки с рисом и шампиньонами,2.5,0.3,14.7,58
72,,Овощная смесь Бондюэль Китайская,1.3,0.2,3.2,19
73,,Овощная смесь Бондюэль Летняя в сливочном соусе,2.0,2.8,9.3,70
74,,Овощная смесь Бондюэль Маседуан,2.2,0.3,7.9,43
75,,Овощная смесь Бондюэль Мексиканская,3.6,0.7,12.7,72
76,,Овощная смесь Бондюэль Минестрон,1.9,0.7,11.8,51
77,,Овощная смесь Бондюэль Царская,1.4,0.3,5.1,20
78,,Овощная смесь Свой урожай Американская,2.5,0.2,8.4,46
79,,Овощное рагу 4 сезона,0.5,0.1,3.8,38
