name,protein,fats,carbs,calories
Кокосовая стружка,13.0,65.0,14.0,693
Кокосовый орех,3.4,33.5,6.2,354
Коктейль Herbalife Восстановление силы,50.8,3.4,35.2,376
Коктейль Herbalife Протеиновый Формула 1,34.6,8.8,34.6,356
Коктейль Herbalife Протеиновый Формула 1 Спорт,35.0,7.6,29.7,365
Коктейль ванильный McDonalds 400 мл,9.0,7.0,71.0,385
Коктейль из морепродуктов в масле,9.3,31.0,1.0,319
Коктейль из морепродуктов в рассоле,10.0,1.5,1.3,59
Коктейль клубничный McDonalds 400 мл,9.0,7.0,71.0,385
Коктейль Кровавая Мэри,0.8,0.3,4.8,60
Коктейль Леовит Худеем за неделю белково-шоколадный,25.0,14.5,37.5,388
Коктейль молочный Агуша Я Сам! кукуруза с бананом,2.5,3.0,10.5,85
Коктейль молочный Агуша Я Сам! рис-груша-яблоко,2.6,3.0,9.4,75
Коктейль молочный Агуша Я Сам! с гречкой,2.5,3.0,8.0,75
Коктейль молочный Здрайверы Клубника 3.2%,2.8,3.2,7.5,70
Коктейль молочный Здрайверы Крем-Брюле 3.0%,2.8,2.0,8.5,63
Коктейль молочный Здрайверы Шоколадный 3.0%,2.9,3.0,10.0,81
Коктейль молочный Милкшейк Лесная клубника KFC 400 мл,3.4,3.5,27.2,143
Коктейль молочный Милкшейк Шоколадно-Ореховый KFC 400 мл,3.4,3.5,27.2,154
Коктейль морской в масле,29.8,4.3,3.5,172
Коктейль морской замороженный,2.1,3.6,1.8,124
Коктейль морской Каждый день,16.0,2.5,0.0,83
Коктейль Мохито,0.0,0.0,17.0,74
Коктейль орехи и сухофрукты,11.2,27.9,46.6,483
Коктейль Пина Колада,0.4,1.8,22.4,174
Коктейль Чудо молочное Шоколад 2%,2.8,2.0,11.9,77
Коктейль шоколадный McDonalds 400 мл,10.0,8.0,70.0,395
Коктейль Эгг-ног,5.5,0.1,0.4,27
Кола,0.0,0.0,10.4,42
Кола лайт,0.0,0.0,0.0,
Колбаса вареная диетическая,12.1,13.5,0.0,170
Колбаса вареная докторская,12.8,22.2,1.5,257
Колбаса вареная куриная,15.5,16.2,2.3,223
Колбаса вареная любительская,12.2,28.0,0.1,301
Колбаса вареная молочная,11.7,22.8,0.2,252
Колбаса вареная мортаделла,16.4,25.3,3.1,331
Колбаса вареная московская,11.5,21.8,2.0,250
Колбаса вареная русская,11.8,28.9,0.0,302
Колбаса вареная свиная,10.8,25.8,0.5,277
Колбаса вареная столичная,15.1,28.7,0.0,319
Колбаса вареная столовая,11.1,20.2,1.9,234
Колбаса вареная чайная,11.7,18.4,1.9,216
Колбаса варено-копченая куриная жареная,19.7,17.4,1.7,371
Колбаса варено-копченая любительская,17.2,39.0,0.2,420
Колбаса варено-копченая московская,19.1,36.6,0.2,406
Колбаса варено-копченая сервелат,16.1,40.1,0.0,425
Колбаса варено-копченая сервелат боярский,14.0,21.0,0.0,269
Колбаса варено-копченая сервелат российский,13.0,39.0,1.0,410
Колбаса вегетарианская,21.7,12.3,1.8,207
Колбаса ливерная,14.4,28.5,2.2,326
Колбаса печеночная домашняя,15.0,22.0,0.0,258
Колбаса полукопченая закусочная,15.0,33.0,2.3,366
Колбаса полукопченая краковская,16.2,44.6,0.0,466
Колбаса полукопченая минская,17.4,23.0,2.7,287
Колбаса полукопченая одесская,14.8,38.1,0.3,402
Колбаса полукопченая полтавская,16.4,39.0,0.0,417
Колбаса полукопченая салями любительская,12.0,50.0,0.0,498
Колбаса полукопченая таллиннская,17.1,33.8,0.2,373
Колбаса полукопченая украинская,16.5,34.4,0.0,376
Колбаса сыровяленая сальчичон,17.0,31.0,1.1,351
Колбаса сыровяленая суджук,30.3,37.9,0.0,463
Колбаса сыровяленая чоризо,24.1,38.3,1.9,455
Колбаса сырокопченая брауншвейгская,27.7,42.2,0.2,491
Колбаса сырокопченая зернистая,9.9,62.8,0.3,606
Колбаса сырокопченая любительская,20.9,47.8,0.0,514
Колбаса сырокопченая московская,24.8,41.5,0.0,473
Колбаса сырокопченая Салями Итальянская,11.0,63.0,0.0,631
Колбаса сырокопченая свиная,13.0,57.3,0.2,568
Колбаса сырокопченая сервелат,24.0,40.5,0.0,461
Колбаса сырокопченая столичная,24.0,43.4,0.0,487
Колбаски охотничьи,27.4,24.3,0.0,326
Колбаски охотничьи Дымов,25.7,40.0,0.0,463
Колбасный фарш,12.3,32.4,2.9,352
Колоказия съедобная,1.5,0.2,26.5,112
Компот из сухофруктов без сахара,0.8,0.0,14.2,60
Компотное ассорти Hortex с клубникой,1.1,0.3,3.2,52
Конвертик слоеный,6.5,8.1,53.4,313
Конгрио,19.1,1.9,0.0,94
Конина,20.2,7.0,0.0,187
Конина вареная,30.8,13.0,0.0,240
