name,protein,fats,carbs,calories
Овсяные отруби с черникой,8.0,4.0,13.0,118
Овсяные хлопья,11.9,7.2,69.3,366
Овсяные хлопья + Отруби Myllyn Paras,16.2,7.6,50.0,335
Овсяные хлопья 4 Life органические,14.0,6.5,56.0,340
Овсяные хлопья Myllyn Paras,14.0,7.5,56.0,350
Овсяные хлопья Myllyn Paras быстрого приготовления,14.0,7.5,56.0,350
Овсяные хлопья Myllyn Paras крупные,14.0,7.5,56.0,359
Овсяные хлопья Nordic с овсяными отрубями,15.0,8.0,53.0,370
Овсяные хлопья Nordic с пшеничными отрубями,15.0,7.6,47.0,360
Овсяные хлопья Агро-Альянс,12.0,5.0,70.0,380
Овсяные хлопья Геркулес,12.5,6.2,61.0,352
Овсяные хлопья Геркулес Фитнес с отрубями,12.3,6.3,61.2,351
Овсяные хлопья Пассим,10.0,6.0,68.0,377
Овсяные хлопья Увелка,11.0,6.2,50.2,305
Огава аки,18.8,5.1,10.2,162
Огурец,0.8,0.1,2.8,15
Огурец китайский,0.8,0.1,2.5,14
Огурец консервированный,2.8,0.0,1.3,16
Огурец маринованный,2.8,0.0,1.3,16
Огурец парниковый,0.7,0.0,1.8,10
Огурец солёный,0.8,0.1,1.7,11
Огуречный рассол,0.0,0.0,0.3,12
Огуречный сок,0.8,0.1,2.5,14
Огурцы Бондюэль корнишоны маринованные 3-6 см,1.0,0.2,3.5,20
Огурцы Бондюэль маринованные 6-9 см,1.0,0.2,3.5,20
Одуванчик,2.7,0.7,6.7,45
Окрошка мясная с квасом,2.1,1.7,6.3,52
Окрошка на кефире,3.1,1.9,4.3,47
Окунь морской горячего копчения,23.5,9.0,0.0,175
Окунь морской отварной,19.9,3.6,0.0,112
Окунь морской свежий,15.3,1.5,0.0,79
Окунь морской тушеный,10.9,6.6,4.2,120
Окунь речной жареный,20.6,9.1,4.0,180
Окунь речной запечённый,6.8,4.7,8.4,103
Окунь речной припущенный,19.5,3.5,0.0,109
Окунь речной свежий,18.5,0.9,0.0,82
Окунь речной фаршированный,14.9,6.1,3.9,130
Оладушки с вареной сгущенкой,6.8,9.1,49.5,299
Оладушки с вишней,6.3,7.3,51.4,294
Оленина,19.5,8.5,0.0,154
Оленина вареная,30.8,11.2,0.0,223
Оленина варено-прессованная,27.0,2.2,0.0,148
Оленина жареная,34.3,15.0,0.0,271
Оленина тушеная,25.0,10.9,0.0,198
Оленина тушеная Особая,10.0,4.3,2.9,81
Оливки,0.8,10.7,6.3,115
Оливки Бондюэль с косточкой / без косточки,1.4,18.2,5.1,160
Омлет,9.6,15.4,1.9,184
Омлет из взбитых сливок,6.4,14.8,26.2,257
Омлет из яичного порошка,10.3,17.0,1.6,200
Омлет с сыром,16.3,29.7,2.6,342
Омуль свежий,17.5,2.0,,88
Опята маринованные,1.8,1.0,0.4,18
Опята остренькие готовые,2.0,9.5,4.3,110
Опята свежие,2.2,1.2,0.5,17
Опята целые Sunfeel,3.0,0.0,4.0,40
Опятки Hortex,2.2,1.2,0.8,23
Орегано сушеный,11.0,10.3,21.6,306
Орех кола,7.9,0.1,5.2,150
Орех кукуи,7.9,75.8,5.2,620
Орех лещина,13.1,62.6,9.3,653
Орех макадамия,7.9,75.8,5.2,718
Орех пекан,9.2,72.0,4.3,691
Орех пили,10.8,79.6,4.0,719
Орех сейшельский Коко-де-мер,3.3,33.5,6.2,354
Орех чилим,11.9,3.4,55.4,200
Орехи,15.0,40.0,20.0,500
Ореховая смесь Молодёжная Белый Пеликан,10.0,23.3,52.5,460
Орзо (ризони),12.0,1.2,71.0,350
Осётр жареный,16.0,17.4,13.2,273
Осётр отварной,17.7,12.0,,179
Осётр припущенный,17.8,11.9,0.0,179
Осётр свежий,16.4,10.9,0.0,163
Основа для пиццы Талосто,2.9,2.4,54.4,274
Основа для рыбного бульона ХонДаши,22.0,1.0,32.3,226
Осьминог,18.2,0.0,0.0,73
Осьминог консервированный,21.0,5.2,4.0,135
Осьминог маринованный,18.2,0.0,0.0,73
Осьминог мини,14.9,1.0,2.2,82
Палтус отварной,14.0,17.8,0.0,216
