,"
                  ","
          Продукт        ","
          Бел, г        ","
          Жир, г        ","
          Угл, г        ","
          Кал, ккал        "
0,,Икра масаго,22.0,6.0,1.0,140
1,,Икра минтаевая пробойная,28.4,1.9,0.0,131
2,,Икра минтаевая пробойная соленая,23.0,4.0,0.0,128
3,,Икра мойвы Санта Бремор классическая,8.1,38.6,0.0,365
4,,Икра мойвы Санта Бремор подкопчённая,9.3,38.3,0.0,382
5,,Икра мойвы Санта Бремор с копчёным лососем,8.8,36.9,0.0,367
6,,Икра мойвы Санта Бремор с креветкой,8.1,37.9,0.0,374
7,,Икра мойвы Санта Бремор тресковая,8.4,37.9,0.0,375
8,,Икра моллюсков,13.8,4.3,2.5,104
9,,Икра морских ежей,13.8,4.3,2.5,104
10,,Икра осетровая зернистая,28.0,9.7,0.0,203
11,,Икра осетровая паюсная,36.0,10.2,0.0,236
12,,Икра осетровая пробойная,36.0,10.2,0.0,235
13,,Икра палтуса,20.0,3.0,0.0,107
14,,Икра сазана,18.5,12.5,1.0,179
15,,Икра севрюжья зернистая,28.4,11.9,0.0,221
16,,Икра сельди,31.6,10.3,0.0,222
17,,Икра судака,17.5,2.0,0.0,88
18,,Икра толстолобика,8.8,6.2,12.9,137
19,,Икра трески,24.0,0.2,0.0,115
20,,Икра трески консервированная,19.0,11.0,1.0,179
21,,Икра щучья,17.3,2.0,0.0,87
22,,Икра ястычная,17.5,2.0,0.0,88
23,,Кальмары (кольца сушеные),49.1,1.9,3.0,226
24,,Кальмары (щупальца в маринаде),70.0,1.0,3.0,301
25,,Кальмары (щупальца сушеные),70.0,1.0,3.0,293
26,,Кальмары жареные,14.2,13.4,1.8,188
27,,Кальмары Капитан вкусов натуральные порционные,15.0,1.0,1.7,76
28,,Кальмары консервированные,20.0,2.0,0.0,105
29,,Кальмары маринованные,20.0,2.1,1.8,106
30,,Кальмары отварные,21.2,2.8,2.0,122
31,,Кальмары с гриля,21.8,2.9,2.1,115
32,,Кальмары свежие,19.0,2.5,1.8,98
33,,Кальмары сушеные,62.0,2.0,5.0,286
34,,Камбала горячего копчения,22.0,11.6,0.0,192
35,,Камбала жареная,16.8,15.1,4.7,223
36,,Камбала отварная,18.3,3.3,0.0,103
37,,Камбала свежая,16.5,1.8,0.0,83
38,,Каракатица,16.2,0.7,0.8,79
39,,Каракатица (чернила),16.2,0.7,0.8,79
40,,Карась маринованный,15.5,8.2,0.6,136
41,,Карась отварной,20.7,2.1,0.0,102
42,,Карась свежий,17.7,1.8,0.0,87
43,,Карп жареный,18.3,11.6,4.5,196
44,,Карп консервированный,13.6,8.7,1.4,138
45,,Карп маринованный,13.6,8.7,1.4,138
46,,Карп отварной,16.0,3.7,2.0,102
47,,Карп свежий,16.0,5.3,0.0,112
48,,Кета свежая,22.0,5.6,0.0,138
49,,Кета соленая,24.3,9.6,0.0,184
50,,Кефаль отварная,19.0,4.3,0.0,115
51,,Кефаль свежая,21.0,0.4,0.0,124
52,,Кефаль чёрная (лобан),19.3,3.8,0.0,117
53,,Кижуч,21.6,6.0,0.0,140
54,,Килька балтийская,14.1,9.0,0.0,137
55,,Килька горячего копчения,21.3,8.5,0.0,162
56,,Килька каспийская,18.5,13.1,0.0,191
57,,Килька консервированная,12.0,11.0,3.1,159
58,,Килька обжаренная в томатном соусе,14.0,12.0,4.5,182
59,,Килька пряного посола,14.8,10.5,0.0,154
60,,Килька соленая,17.1,7.6,0.0,137
61,,Китовое мясо,22.5,3.2,0.0,119
62,,Клыкач,14.4,16.1,0.0,202
63,,Коктейль из морепродуктов в масле,9.3,31.0,1.0,319
64,,Коктейль из морепродуктов в рассоле,10.0,1.5,1.3,59
65,,Коктейль морской в масле,29.8,4.3,3.5,172
66,,Коктейль морской замороженный,2.1,3.6,1.8,124
67,,Коктейль морской Каждый день,16.0,2.5,0.0,83
68,,Конгрио,19.1,1.9,0.0,94
69,,Корюшка,15.4,4.5,0.0,102
70,,Котлеты из трески,12.6,5.9,15.0,164
71,,Краб голубой,18.1,1.1,0.0,87
72,,Краб камчатский,18.3,0.6,0.0,84
73,,Крабовая колбаса,15.2,0.9,6.8,99
74,,Крабовое мясо,6.0,1.0,10.0,73
75,,Крабовое мясо Мирамар,15.4,6.9,4.0,140
76,,Крабовое мясо Санта Бремор,4.9,1.7,12.3,84
77,,Крабовые палочки,6.0,1.0,10.0,73
78,,Крабовые палочки Vici сочные,6.0,1.0,10.0,73
79,,Крабовые палочки Меридиан Снежный краб,15.4,6.9,4.0,140
