name,protein,fats,carbs,calories
Пиво Tuborg Lemon,0.0,0.0,3.7,41
Пиво Velkopopovický Kozel Černý,0.0,0.0,3.8,36
Пиво Velkopopovický Kozel Premium,0.0,0.0,4.3,43
Пиво Velkopopovický Kozel Světlý,0.0,0.0,3.4,36
Пиво Zatecky Gus,0.0,0.0,3.6,41
Пиво Арсенальное Живое,0.0,0.0,3.9,39
Пиво Арсенальное Классическое,0.0,0.0,3.7,41
Пиво Арсенальное Крепкое,0.0,0.0,4.0,57
Пиво Арсенальное Традиционное,0.0,0.0,3.8,45
Пиво Арсенальное Экстра Крепкое,0.0,0.0,4.3,65
Пиво Балтика LITE,0.0,0.0,3.5,37
Пиво Балтика Кулер,0.0,0.0,3.4,41
Пиво Балтика Кулер Лайм,0.0,0.0,3.4,41
Пиво Балтика №0 Безалкогольное,0.0,0.0,6.1,33
Пиво Балтика №1 Легкое,0.0,0.0,4.8,39
Пиво Балтика №2 Светлое,0.0,0.0,3.4,41
Пиво Балтика №3 Классическое,0.0,0.0,4.8,42
Пиво Балтика №4 Оригинальное,0.0,0.0,4.8,54
Пиво Балтика №5 Золотое,0.0,0.0,3.0,45
Пиво Балтика №6 Портер,0.0,0.0,4.9,61
Пиво Балтика №7 Экспортное,0.0,0.0,3.4,45
Пиво Балтика №8 Пшеничное,0.0,0.0,3.4,45
Пиво Балтика №9 Крепкое,0.0,0.0,3.7,60
Пиво безалкогольное,0.0,0.0,4.7,26
Пиво Белый медведь Светлое,0.0,0.0,4.6,42
Пиво Большая кружка Крепкое,0.0,0.0,4.8,54
Пиво Большая кружка Янтарное,0.0,0.0,3.4,34
Пиво Брама,0.0,0.0,4.5,45
Пиво Волга Янтарное Специальное,0.0,0.0,4.7,46
Пиво Жигулевское,0.0,0.0,4.6,42
Пиво Золотая бочка Классическое,0.0,0.0,4.0,45
Пиво Золотая бочка Разливное,0.0,0.0,4.1,48
Пиво Золотая бочка Светлое,0.0,0.0,4.6,42
Пиво Клинское Мохито,0.0,0.0,4.6,42
Пиво Клинское Светлое,0.0,0.0,4.6,42
Пиво Невское ICE,0.0,0.0,4.6,42
Пиво Невское Живое,0.0,0.0,4.2,45
Пиво Невское Классическое,0.0,0.0,4.7,46
Пиво Невское Оригинальное,0.0,0.0,5.3,50
Пиво Невское Светлое,0.0,0.0,4.6,42
Пиво Оболонь Lager,0.0,0.0,4.0,45
Пиво Оболонь Бархатное,0.0,0.0,4.9,53
Пиво Оболонь Безалкогольное,0.0,0.0,4.1,22
Пиво Оболонь Белое,0.0,0.0,3.4,43
Пиво Оболонь Премиум,0.0,0.0,3.3,45
Пиво Оболонь Пшеничное,0.0,0.0,4.0,47
Пиво Оболонь Светлое,0.0,0.0,3.3,41
Пиво портер,0.0,0.0,4.9,61
Пиво светлое,0.3,0.0,4.6,42
Пиво светлое 1.8%,0.2,0.0,4.3,29
Пиво светлое 2.8%,0.6,0.0,4.8,37
Пиво светлое 4.5%,0.6,0.0,3.8,45
Пиво светлое живое,0.0,0.0,3.7,39
Пиво Сибирская корона Безалкогольное,0.0,0.0,4.7,26
Пиво Сибирская корона Золотистое,0.0,0.0,3.9,39
Пиво Сибирская корона Классическое,0.0,0.0,4.7,46
Пиво Сибирская корона Лаймъ,0.0,0.0,4.6,42
Пиво Славутич Ice,0.0,0.0,4.6,42
Пиво Славутич Премиум,0.0,0.0,4.6,45
Пиво Славутич Светлое,0.0,0.0,4.6,42
Пиво Сокол Кола,0.0,0.0,4.8,48
Пиво Старый мельник Золотое,0.0,0.0,4.7,46
Пиво Старый мельник Из бочонка,0.0,0.0,4.7,46
Пиво Старый мельник Из бочонка мягкое,0.0,0.0,3.9,38
Пиво тёмное,0.3,0.0,5.7,48
Пиво эль,0.0,0.0,2.9,41
Пиво Ярпиво Крепкое,0.0,0.0,5.8,54
Пиво Ярпиво Ледяное,0.0,0.0,4.6,42
Пиво Ярпиво Оригинальное,0.0,0.0,4.6,42
Пиво Ярпиво Светлое,0.0,0.0,4.2,38
Пиво Ярпиво Хлебное,0.0,0.0,4.1,43
Пиво Ярпиво Янтарное,0.0,0.0,4.7,46
Пикша,17.2,0.2,0.0,71
Пирог Сдобная особа Завитушка Сливочный мусс и шоколад,5.4,16.0,53.0,380
Пирог Сдобная особа Завитушка Шоколад и орех,7.0,21.0,47.0,400
Пирог Сдобная особа с начинкой абрикос,4.3,13.8,59.1,378
Пирог Сдобная особа с начинкой вишня,4.0,14.1,56.3,370
Пирог Сдобная особа с начинкой голубика,4.3,13.8,59.1,378
Пирог Сдобная особа с начинкой клубника,4.3,13.6,59.0,376
Пирожное Choco Pie Lotte,4.0,18.0,64.9,438
