name,protein,fats,carbs,calories
Пюре Бабушкино Лукошко Груша Творог,0.5,1.7,9.0,53
Пюре Бабушкино Лукошко Груша Яблоко,0.0,0.0,9.5,40
Пюре Бабушкино Лукошко Индейка,8.5,12.0,0.0,140
Пюре Бабушкино Лукошко Кабачок Молоко,2.1,4.0,8.8,80
Пюре Бабушкино Лукошко Кабачок-Морковь Молоко,2.1,4.0,11.0,88
Пюре Бабушкино Лукошко Конина,8.5,9.0,0.0,131
Пюре Бабушкино Лукошко Кролик,8.5,11.0,2.4,143
Пюре Бабушкино Лукошко Кролик Овощи,3.0,6.0,5.0,86
Пюре Бабушкино Лукошко Кролик Цветная капуста,3.0,6.0,6.5,92
Пюре Бабушкино Лукошко Морковь Яблоко,0.0,0.0,12.0,48
Пюре Бабушкино Лукошко Мясо цыплят с гречкой,5.5,6.0,6.6,130
Пюре Бабушкино Лукошко Оленина,8.5,9.0,0.0,131
Пюре Бабушкино Лукошко Персик Творог,0.5,1.7,9.0,53
Пюре Бабушкино Лукошко Сёмга Овощи,8.5,11.0,2.4,143
Пюре Бабушкино Лукошко Треска Картофель,4.5,5.0,10.0,110
Пюре Бабушкино Лукошко Тыква,0.0,0.0,4.6,18
Пюре Бабушкино Лукошко Тыква Яблоко,0.0,0.0,12.1,48
Пюре Бабушкино Лукошко Тыква-Рис Молоко,1.5,4.0,13.0,94
Пюре Бабушкино Лукошко Цветная капуста,0.0,0.0,4.2,17
Пюре Бабушкино Лукошко Цыплёнок,7.0,9.0,7.0,137
Пюре Бабушкино Лукошко Цыплёнок Овощи,3.0,6.0,5.0,86
Пюре Бабушкино Лукошко Чернослив,0.0,0.0,23.7,95
Пюре Бабушкино Лукошко Чернослив Творог,0.5,1.7,9.0,53
Пюре Бабушкино Лукошко Яблоко,0.0,0.0,10.8,45
Пюре Бабушкино Лукошко Яблоко Абрикос,0.0,0.0,14.1,59
Пюре Бабушкино Лукошко Яблоко Слива,0.0,0.0,13.5,54
Пюре Бабушкино Лукошко Яблоко Сливки,0.6,1.0,14.0,66
Пюре Бабушкино Лукошко Яблоко Творог,0.5,1.7,12.0,65
Пюре Бабушкино Лукошко Яблоко Черника,0.0,0.0,16.9,68
Пюре из абрикосов,0.9,0.1,9.0,38
Пюре из апельсинов,0.9,0.2,8.5,40
Пюре из бананов,1.5,0.1,21.0,89
Пюре из брокколи,2.8,0.4,6.6,34
Пюре из вишни,0.9,0.2,10.9,57
Пюре из груш,0.2,0.0,13.0,52
Пюре из зеленого горошка,5.0,0.2,13.8,73
Пюре из кабачков,0.6,0.3,4.6,24
Пюре из клубники,0.5,0.1,14.9,60
Пюре из клюквы,0.5,0.0,6.2,27
Пюре из кукурузы,8.3,1.2,71.0,328
Пюре из малины,0.2,0.1,11.2,48
Пюре из манго,0.2,0.3,14.0,60
Пюре из моркови,0.7,0.1,5.0,24
Пюре из мяса,8.5,11.0,2.4,145
Пюре из овощей,0.9,0.1,5.6,24
Пюре из персиков,0.0,0.0,20.1,82
Пюре из свеклы,2.2,1.7,12.6,70
Пюре из слив,0.8,0.0,8.4,40
Пюре из томатов,3.6,0.0,11.8,66
Пюре из тыквы,1.7,6.2,6.3,88
Пюре из фруктов,0.0,0.0,14.4,60
Пюре из фруктов и овощей,0.4,0.1,12.2,52
Пюре из цветной капусты,1.6,0.7,5.4,33
Пюре из яблок,0.6,0.2,19.0,82
Пюре Спелёнок Груша с витамином С.,0.2,0.0,13.0,52
Пюре Спелёнок Груша с овсянкой,0.6,1.0,11.5,48
Пюре Спелёнок Морковь с витамином С.,0.0,0.0,7.0,28
Пюре Спелёнок Персик,0.0,0.0,13.0,52
Пюре Спелёнок Персик + Банан + Яблоко со сливками,0.0,1.5,16.0,77
Пюре Спелёнок Тыква с витамином С.,0.0,0.0,7.0,28
Пюре Спелёнок Яблоко + 4 злака,0.6,1.0,11.5,48
Пюре Спелёнок Яблоко + 4 злака со сливками,0.6,1.0,11.5,57
Пюре Спелёнок Яблоко + Груша + Персик с творогом,2.0,0.0,13.0,60
Пюре Спелёнок Яблоко + Груша + Слива со сливками,0.5,1.5,16.0,77
Пюре Спелёнок Яблоко + Клубника со сливками,0.5,1.5,16.0,77
Пюре Спелёнок Яблоко с витамином С.,0.3,0.0,11.0,44
Пюре Спелёнок Яблоко с творогом,2.0,0.0,15.0,68
Пюре Спелёнок Яблоко со сливками,0.0,1.5,16.0,77
Пюре Тёма Говядина с кабачками,5.0,6.0,5.9,100
Пюре Тёма Говядина с рисом,5.5,6.0,5.8,99
Пюре Тёма Говядина с сердцем,9.0,9.0,2.4,145
Пюре Тёма Говядина с языком,9.0,9.0,2.4,145
Пюре Тёма Кролик,8.5,11.0,2.4,143
Пюре Тёма Мясо цыплят с говядиной,10.0,12.0,3.5,162
Пюре Тёма Петушок,9.0,9.0,2.4,126
Пюре Тёма Свинина,8.5,11.0,2.4,143
Пюре ФрутоНяня Брокколи,1.0,0.0,4.0,20
Пюре ФрутоНяня Витаминный салатик,0.0,0.0,15.3,61
Пюре ФрутоНяня из говядины с печенью,10.0,7.0,0.0,103
Пюре ФрутоНяня из говядины с языком и сердцем,10.5,7.0,0.0,105
