name,protein,fats,carbs,calories
Приправа для рыбы,8.1,1.3,30.5,166
Приправа для сала,8.4,1.2,29.1,161
Приправа для салата,11.4,0.8,24.8,152
Приправа для супа,10.3,1.5,29.5,173
Приправа для ухи,8.1,1.3,30.5,166
Приправа для фарша,6.0,2.0,25.5,144
Приправа для шашлыка,8.4,1.2,29.1,161
Приправа Мивина куриная,0.5,6.7,19.6,141
Приправа овощная,10.3,1.5,29.5,173
Приправа Смесь перцев,10.9,3.2,38.3,255
Приправа универсальная,7.8,0.7,12.8,89
Проростки Русский Спраут Испанский горох (нут),7.0,1.0,20.0,110
Простокваша 0.1%,3.0,0.1,3.8,30
Простокваша 1%,3.0,1.0,4.1,40
Простокваша 2.5%,2.9,2.5,4.1,53
Простокваша 3.2%,2.8,3.2,4.1,58
Простокваша Останкинская 2.5%,2.8,2.5,4.2,51
Протеин BioTech USA Iso Whey Zero,85.6,1.0,2.9,362
Протеин BSN Lean Dessert Protein Shake,60.0,10.0,22.9,429
Протеин BSN Syntha-6,50.0,13.6,31.8,455
Протеин BSN Syntha-6 Isolate,65.8,3.9,18.4,368
Протеин CytoSport Complete Whey,72.7,6.8,9.1,409
Протеин CytoSport Monster Milk,64.1,11.5,21.8,449
Протеин CytoSport Muscle Milk,45.7,17.1,22.9,429
Протеин CytoSport Muscle Milk Light,50.0,12.0,24.0,400
Протеин Cytosport Whey Isolate,83.3,0.0,10.0,333
Протеин Dymatize All Natural Elite Whey Protein Isolate,72.0,6.0,12.0,375
Протеин Dymatize Elite Casein,75.0,1.6,12.5,344
Протеин Dymatize Elite Egg Protein,78.7,0.0,9.8,361
Протеин Dymatize Elite Fusion 7,52.3,13.6,25.0,432
Протеин Dymatize Elite Gourmet,63.0,4.5,15.0,360
Протеин Dymatize Elite Primal,96.4,0.0,1.0,393
Протеин Dymatize Elite Whey Protein Isolate,74.1,4.6,6.2,352
Протеин Dymatize Elite XT,63.0,4.5,18.0,375
Протеин Dymatize ISO-100,89.3,0.0,0.0,379
Протеин Fit Foods Mutant Whey,61.1,8.3,13.9,389
Протеин Gaspari IntraPro,69.4,9.7,13.9,431
Протеин Gaspari MyoFusion,61.5,5.1,23.1,404
Протеин IronMaxx 100% Whey Protein,77.3,6.2,6.3,395
Протеин IronMaxx Musclin V.2.0,84.8,2.5,1.9,373
Протеин Lactomin 80 Whey Protein Concentrate,80.0,5.0,5.0,370
Протеин Max Power Protein 100,70.0,4.0,9.6,350
Протеин Maxler 100% Gold Whey,75.7,6.0,15.1,394
Протеин Multipower 100% Whey Protein,75.0,5.6,10.0,392
Протеин Multipower Pure Whey Isolate 100,87.0,1.3,2.2,370
Протеин Multipower Whey Protein Iso Complex,75.0,1.7,15.0,373
Протеин Multipower Xplode,55.0,2.5,34.0,380
Протеин Muscle Rush Whey,80.0,5.7,14.3,429
Протеин Muscletech 100% Premium Whey Protein Plus,62.0,3.0,28.0,375
Протеин Muscletech Nitro Tech Hardcore Pro,75.8,4.5,9.1,394
Протеин Muscletech Nitro Tech Performance,83.0,4.0,3.0,388
Протеин MyProtein Impact Whey Isolate,86.0,0.3,6.6,374
Протеин MyProtein Impact Whey Protein,82.0,7.5,4.0,412
Протеин Optimum 100% Casein Gold Standard,75.0,1.6,9.4,375
Протеин Optimum 100% Egg Gold Standard,85.7,1.8,7.1,393
Протеин Optimum 100% Soy Protein,80.6,4.8,6.5,387
Протеин Optimum 100% Whey Gold Standard,75.0,3.8,12.5,375
Протеин Optimum 100% Whey Gold Standard Natural,75.0,3.8,12.5,375
Протеин Optimum Classic Whey,72.4,5.2,13.8,414
Протеин Optimum Performance Whey,56.4,10.3,23.1,410
Протеин Optimum Platinum Hydro Builder,57.7,4.8,15.4,346
Протеин Optimum Platinum Hydro Whey,76.9,2.6,5.1,359
Протеин Optimum Pro Complex,81.1,1.4,6.8,365
Протеин Performance Pure Whey,77.2,6.3,7.4,395
Протеин Performance Superior Protein Complex,80.0,2.3,4.8,360
Протеин PureProtein Multi Protein,70.0,5.0,22.0,412
Протеин RLine Whey,65.0,8.3,14.6,393
Протеин San Meta Force 5.0,78.0,6.0,6.0,390
Протеин Syntrax Essence,82.1,0.0,0.0,321
Протеин Syntrax Matrix 2.0,74.2,6.5,9.7,387
Протеин Syntrax Nectar,85.2,0.0,0.0,333
Протеин Syntrax Nectar Naturals,85.2,0.0,0.0,333
Протеин Syntrax Nectar Sweets,85.7,0.0,0.0,357
Протеин Twinlab 100% Whey Protein Fuel,65.8,9.2,13.1,398
Протеин Ultimate ISO-Cool,88.5,0.0,0.0,354
Протеин Ultimate ISO-Sensation 93,93.8,0.0,3.1,406
Протеин Ultimate Isopreme Pure Bioactive Whey Isolate,85.7,2.9,5.7,383
Протеин Ultimate Prostar 100% Whey Protein,81.0,5.3,7.0,401
Протеин Ultimate Prostar Whey Gourmet Protein,83.3,3.3,6.7,400
Протеин Ultimate Protein Isolate,83.3,4.2,12.5,417
