,"
                  ","
          Продукт        ","
          Бел, г        ","
          Жир, г        ","
          Угл, г        ","
          Кал, ккал        "
0,,Пиво Carlsberg,0.0,0.0,3.9,45
1,,Пиво Efes Fusion,0.0,0.0,4.5,44
2,,Пиво Efes Pilsener,0.0,0.0,4.7,46
3,,Пиво Erdinger Weißbier,0.0,0.0,2.6,44
4,,Пиво Franziskaner,0.0,0.0,2.5,46
5,,Пиво Franziskaner Dunkel,0.0,0.0,2.5,46
6,,Пиво Gambrinus Premium,0.0,0.0,4.4,44
7,,Пиво Gold Mine Beer,0.0,0.0,4.6,42
8,,Пиво Gold Mine Beer Fresh Lemon,0.0,0.0,5.5,43
9,,Пиво Green Beer,0.0,0.0,3.1,49
10,,Пиво Grolsh Premium,0.0,0.0,3.1,40
11,,Пиво Guinness Draught,0.0,0.0,3.0,35
12,,Пиво Guinness Extra Stout,0.0,0.0,3.0,44
13,,Пиво Hacker-Pschorr,0.0,0.0,2.7,46
14,,Пиво Hoegaarden,0.0,0.0,3.8,45
15,,Пиво Holsten Premium,0.0,0.0,3.2,43
16,,Пиво Kaltenberg,0.0,0.0,4.6,42
17,,Пиво Kilkenny красное,0.0,0.0,2.9,41
18,,Пиво Kronenbourg 1664,0.0,0.0,4.6,44
19,,Пиво Kronenbourg 1664 Blanc,0.0,0.0,4.2,47
20,,Пиво Krušovice Imperial,0.0,0.0,4.4,43
21,,Пиво Krušovice Чёрное,0.0,0.0,3.9,36
22,,Пиво MegaBier,0.0,0.0,4.6,42
23,,Пиво Miller Genuine Draft,0.0,0.0,3.5,45
24,,Пиво Paulaner Hefe-Weißbier,0.0,0.0,2.6,47
25,,Пиво Pilsner Urquell,0.0,0.0,4.4,45
26,,Пиво Staropramen,0.0,0.0,3.6,35
27,,Пиво Stella Artois,0.0,0.0,4.7,46
28,,Пиво Tuborg Black,0.0,0.0,3.3,41
29,,Пиво Tuborg Green,0.0,0.0,4.6,42
30,,Пиво Tuborg Lemon,0.0,0.0,3.7,41
31,,Пиво Velkopopovický Kozel Černý,0.0,0.0,3.8,36
32,,Пиво Velkopopovický Kozel Premium,0.0,0.0,4.3,43
33,,Пиво Velkopopovický Kozel Světlý,0.0,0.0,3.4,36
34,,Пиво Zatecky Gus,0.0,0.0,3.6,41
35,,Пиво Арсенальное Живое,0.0,0.0,3.9,39
36,,Пиво Арсенальное Классическое,0.0,0.0,3.7,41
37,,Пиво Арсенальное Крепкое,0.0,0.0,4.0,57
38,,Пиво Арсенальное Традиционное,0.0,0.0,3.8,45
39,,Пиво Арсенальное Экстра Крепкое,0.0,0.0,4.3,65
40,,Пиво Балтика LITE,0.0,0.0,3.5,37
41,,Пиво Балтика Кулер,0.0,0.0,3.4,41
42,,Пиво Балтика Кулер Лайм,0.0,0.0,3.4,41
43,,Пиво Балтика №1 Легкое,0.0,0.0,4.8,39
44,,Пиво Балтика №2 Светлое,0.0,0.0,3.4,41
45,,Пиво Балтика №3 Классическое,0.0,0.0,4.8,42
46,,Пиво Балтика №4 Оригинальное,0.0,0.0,4.8,54
47,,Пиво Балтика №5 Золотое,0.0,0.0,3.0,45
48,,Пиво Балтика №6 Портер,0.0,0.0,4.9,61
49,,Пиво Балтика №7 Экспортное,0.0,0.0,3.4,45
50,,Пиво Балтика №8 Пшеничное,0.0,0.0,3.4,45
51,,Пиво Балтика №9 Крепкое,0.0,0.0,3.7,60
52,,Пиво Белый медведь Светлое,0.0,0.0,4.6,42
53,,Пиво Большая кружка Крепкое,0.0,0.0,4.8,54
54,,Пиво Большая кружка Янтарное,0.0,0.0,3.4,34
55,,Пиво Брама,0.0,0.0,4.5,45
56,,Пиво Волга Янтарное Специальное,0.0,0.0,4.7,46
57,,Пиво Жигулевское,0.0,0.0,4.6,42
58,,Пиво Золотая бочка Классическое,0.0,0.0,4.0,45
59,,Пиво Золотая бочка Разливное,0.0,0.0,4.1,48
60,,Пиво Золотая бочка Светлое,0.0,0.0,4.6,42
61,,Пиво Клинское Мохито,0.0,0.0,4.6,42
62,,Пиво Клинское Светлое,0.0,0.0,4.6,42
63,,Пиво Невское ICE,0.0,0.0,4.6,42
64,,Пиво Невское Живое,0.0,0.0,4.2,45
65,,Пиво Невское Классическое,0.0,0.0,4.7,46
66,,Пиво Невское Оригинальное,0.0,0.0,5.3,50
67,,Пиво Невское Светлое,0.0,0.0,4.6,42
68,,Пиво Оболонь Lager,0.0,0.0,4.0,45
69,,Пиво Оболонь Бархатное,0.0,0.0,4.9,53
70,,Пиво Оболонь Белое,0.0,0.0,3.4,43
71,,Пиво Оболонь Премиум,0.0,0.0,3.3,45
72,,Пиво Оболонь Пшеничное,0.0,0.0,4.0,47
73,,Пиво Оболонь Светлое,0.0,0.0,3.3,41
74,,Пиво портер,0.0,0.0,4.9,61
75,,Пиво светлое,0.3,0.0,4.6,42
76,,Пиво светлое 1.8%,0.2,0.0,4.3,29
77,,Пиво светлое 2.8%,0.6,0.0,4.8,37
78,,Пиво светлое 4.5%,0.6,0.0,3.8,45
79,,Пиво светлое живое,0.0,0.0,3.7,39
