,"
                  ","
          Продукт        ","
          Бел, г        ","
          Жир, г        ","
          Угл, г        ","
          Кал, ккал        "
0,,Сэндвич Чикенбургер,12.0,16.0,41.0,360
1,,Чикен Макнаггетс McDonalds,2.8,2.3,3.2,45
2,,Яблочные дольки McDonalds,0.0,0.0,8.0,38
