,"
                  ","
          Продукт        ","
          Бел, г        ","
          Жир, г        ","
          Угл, г        ","
          Кал, ккал        "
0,,Капуста пак-чой,1.5,0.2,2.2,13
1,,Капуста пекинская,1.2,0.2,2.0,16
2,,Капуста романеско,2.5,0.3,4.2,30
3,,Капуста романеско Бондюэль,2.9,0.5,2.2,25
4,,Капуста савойская,1.2,0.1,6.0,28
5,,Капуста цветная,2.5,0.3,5.4,30
6,,Капуста цветная 4 сезона,2.5,0.3,4.6,31
7,,Капуста цветная Hortex,2.2,0.2,2.3,24
8,,Капуста цветная Бондюэль замороженная,1.6,0.2,3.9,14
9,,Капуста цветная варёная,1.8,0.3,4.0,29
10,,Капуста цветная жареная,3.0,10.0,5.7,120
11,,Капуста цветная консервированная,2.5,0.3,4.2,28
12,,Картофель,2.0,0.4,16.1,76
13,,Картофель 4 сезона по-деревенски,2.5,4.0,23.5,130
14,,Картофель 4 сезона фри,2.1,3.3,11.0,105
15,,Картофель варёный,2.0,0.4,16.7,82
16,,Картофель жареный,2.8,9.5,23.4,192
17,,Картофель молодой,2.4,0.4,12.4,61
18,,Картофель сладкий (батат),2.0,0.0,14.6,61
19,,Картофель сушеный,6.6,0.3,71.6,298
20,,Картофель фиолетовый,2.0,0.4,16.0,72
21,,Картофельное пюре,2.5,4.2,14.7,106
22,,Картофельное пюре быстрого приготовления сухое,10.5,3.8,75.3,337
23,,Картофельные хлопья,7.0,1.1,83.0,369
24,,Кинза,2.1,0.5,1.9,23
25,,Кипрей (Иван-чай) сушеный,4.6,1.8,31.6,150
26,,Клекачка колхидская (Джонджоли),2.4,0.9,1.7,23
27,,Козлобородник,3.3,0.2,15.3,82
28,,Колоказия съедобная,1.5,0.2,26.5,112
29,,Крапива,2.6,0.3,5.2,33
30,,Кресс-салат,2.3,0.1,1.3,11
31,,Кукуруза 4 сезона сладкая в зёрнах,11.4,4.2,38.6,238
32,,Кукуруза Hortex,3.6,1.4,19.3,111
33,,Кукуруза Бондюэль золотистая,3.2,1.0,18.6,96
34,,Кукуруза Бондюэль сладкая в зёрнах,3.3,2.3,14.7,93
35,,Кукуруза Бондюэль сладкая в зернах в вакуумной упаковке,3.9,1.3,22.0,115
36,,Кукуруза варёная,4.1,2.3,22.5,123
37,,Кукуруза мини,3.1,1.6,21.8,114
38,,Кукуруза сладкая в початках,3.5,2.8,15.6,101
39,,Кукуруза сладкая консервированная,3.9,1.3,22.7,119
40,,Купырь (кервель),3.2,0.3,7.3,45
41,,Лаванда,4.0,0.7,0.2,23
42,,Лагенария,0.6,0.0,3.4,15
43,,Лебеда садовая сушеная,14.1,6.1,64.2,368
44,,Лечо Бондюэль в томатном соусе замороженное,1.3,0.9,5.4,35
45,,Листья алоэ,0.0,0.0,5.0,20
46,,Листья амаранта,2.5,0.3,4.0,23
47,,Листья винограда,5.6,2.1,6.3,93
48,,Листья винограда консервированные,4.3,2.0,11.7,69
49,,Листья вишни,0.0,0.0,0.1,1
50,,Листья карри,16.8,8.3,17.5,203
51,,Листья смородины,0.1,0.0,0.1,1
52,,Листья хрена,9.4,1.4,6.2,64
53,,Лоби 4 сезона зелёный нарезанный,3.1,0.3,3.1,28
54,,Лопух (репейник) корень,1.5,0.1,14.0,72
55,,Лопух (репейник) листья,1.8,0.2,3.7,19
56,,Лук душистый джусай,1.4,0.2,8.2,41
57,,Лук зелёный,1.3,0.0,4.6,19
58,,Лук красный,1.4,0.0,9.1,42
59,,Лук красный маринованный,0.9,0.1,2.8,19
60,,Лук маринованный,0.9,0.1,2.8,19
61,,Лук порей,2.0,0.0,8.2,33
62,,Лук репчатый,1.4,0.0,10.4,47
63,,Лук репчатый 4 сезона нарезанный,1.2,0.2,8.6,38
64,,Лук репчатый сушеный,8.4,2.8,42.6,219
65,,Лук-шалот,2.5,0.1,16.8,72
66,,Любисток,3.7,0.4,7.6,20
67,,Люффа,1.2,0.2,4.4,20
68,,Люцерна,0.2,0.7,4.0,23
69,,Мангольд,1.8,0.2,3.7,19
70,,Маслины,2.2,10.5,5.1,166
71,,Маслины Бондюэль с косточкой / без косточки,0.8,10.7,6.3,115
72,,Мать-и-мачеха,0.0,0.0,0.0,1
73,,Маш-салат,1.1,0.0,3.5,23
74,,Мелисса лекарственная,3.7,0.4,8.0,49
75,,Мелотрия (Африканский огурец),0.8,0.1,2.5,14
76,,Микрозелень,2.6,0.1,5.0,31
77,,Мирпуа,1.8,0.0,7.8,38
78,,Момордика (Индийский огурец),0.8,0.1,3.0,15
79,,Морковная ботва,0.6,0.1,5.3,35
