,"
                  ","
          Продукт        ","
          Бел, г        ","
          Жир, г        ","
          Угл, г        ","
          Кал, ккал        "
0,,Говяжий язык,12.2,10.9,0.0,146
1,,Говяжий язык вареный,23.9,15.0,0.0,231
2,,Говяжье вымя,12.3,13.7,0.0,173
3,,Говяжье сердце,16.0,3.5,0.0,96
4,,Говяжьи губы,15.0,5.0,0.0,105
5,,Говяжьи легкие,16.2,2.5,0.0,92
6,,Говяжьи легкие тушеные,20.4,3.7,0.0,120
7,,Говяжьи мозги,11.7,8.6,0.0,124
8,,Говяжьи ноги,25.0,6.6,0.0,159
9,,Говяжьи почки,15.2,2.8,0.0,86
10,,Говяжьи ребра,11.0,35.0,0.0,359
11,,Говяжьи уши,25.2,2.3,0.0,122
12,,Говяжья вырезка,18.6,16.0,0.0,218
13,,Говяжья вырезка филейная,20.1,3.5,0.0,113
14,,Говяжья грудинка,19.3,15.7,0.0,217
15,,Говяжья грудинка копчёная,7.6,66.8,0.0,632
16,,Говяжья грудинка копчёно-варёная,10.0,55.0,0.0,540
17,,Говяжья лопатка,19.4,6.6,0.0,137
18,,Говяжья пашина,18.9,16.6,0.0,225
19,,Говяжья печень,20.0,3.1,4.0,125
20,,Говяжья печень жареная,22.9,10.2,3.9,199
21,,Говяжья печень нежирная,17.4,3.1,0.0,98
22,,Говяжья покромка,18.6,16.0,0.0,218
23,,Говяжья тазобедренная часть (огузок),20.2,6.4,0.0,138
24,,Говяжья тушенка,14.1,17.4,0.0,214
25,,Говяжья шейная часть,19.4,6.4,0.0,135
26,,Голубиное мясо,18.5,23.8,0.0,294
27,,Гусиная печень,15.2,39.0,0.0,412
28,,Гусь,15.2,39.0,0.0,412
29,,Гусь вареный,19.3,41.2,0.0,447
30,,Гусь жареный,22.9,58.8,0.0,620
31,,Дичь,34.0,6.5,0.0,200
32,,Зельц,12.6,32.0,0.5,336
33,,Змеиное мясо,16.4,0.3,0.0,93
34,,Индейка (грудка),19.2,0.7,,84
35,,Индейка (желудки),20.0,7.0,,143
36,,Индейка (кожа),12.7,36.9,0.0,387
37,,Индейка (крылышки),16.5,11.4,,168
38,,Индейка (ножки),15.7,8.9,,142
39,,Индейка (окорочка),18.4,6.4,,131
40,,Индейка (печень),19.5,22.0,,276
41,,Индейка (сердце),16.0,5.1,0.4,128
42,,Индейка (филе отварное),25.0,1.0,,130
43,,Индейка вареная,25.3,10.4,,195
44,,Индейка жареная,28.0,6.0,,165
45,,Индейка фарш,20.0,8.0,0.5,161
46,,Индоутка (мускусная утка),25.0,23.0,0.2,271
47,,Кабанье мясо,21.5,3.3,0.0,122
48,,Карбонад варёно-копчёный,16.0,8.0,0.0,135
49,,Козлятина,18.0,16.0,0.0,216
50,,Колбасный фарш,12.3,32.4,2.9,352
51,,Конина,20.2,7.0,0.0,187
52,,Конина вареная,30.8,13.0,0.0,240
53,,Конина жареная,34.3,17.4,0.0,293
54,,Конина тушеная,25.0,12.7,0.0,214
55,,Корейка,13.7,36.5,,384
56,,Корейка копчено-запеченная,10.2,48.2,,475
57,,Корейка свиная б/к (карбонад),17.0,25.0,,301
58,,Корейка сырокопченая,10.5,47.4,,469
59,,Котлеты из баранины отбивные,20.6,30.6,9.1,394
60,,Котлеты из баранины рубленые,13.6,14.8,12.9,240
61,,Котлеты из говядины,18.0,20.0,,260
62,,Котлеты из говядины рубленые,14.2,11.4,13.0,213
63,,Котлеты из индейки,18.6,12.2,8.7,220
64,,Котлеты из курицы (готовые),18.2,10.4,13.8,222
65,,Котлеты из мяса цыплят рубленые,15.2,13.6,13.5,238
66,,Котлеты из свинины отбивные,17.5,40.3,8.8,470
67,,Котлеты из свинины рубленые,13.6,45.7,,466
68,,Котлеты из свинины сырые,27.3,13.4,,238
69,,Котлеты из телятины,23.0,31.0,,375
70,,Крокодиловое мясо,26.0,0.7,0.0,110
71,,Кролик,21.0,8.0,0.0,156
72,,Кролик жареный,25.0,6.0,0.0,155
73,,Кроличий фарш,19.5,7.4,0.7,147
74,,Кроличьи почки,12.5,1.8,0.0,66
75,,Кроличья печень,19.0,10.0,0.0,166
76,,Куриная голень вареная без кожи,27.0,5.6,0.0,158
77,,Куриная грудка,23.6,1.9,0.4,113
78,,Куриная грудка вареная,29.8,1.8,0.5,137
79,,Куриная грудка копченая,18.0,5.0,0.0,117
