,"
                  ","
          Продукт        ","
          Бел, г        ","
          Жир, г        ","
          Угл, г        ","
          Кал, ккал        "
0,,Пиво Сибирская корона Золотистое,0.0,0.0,3.9,39
1,,Пиво Сибирская корона Классическое,0.0,0.0,4.7,46
2,,Пиво Сибирская корона Лаймъ,0.0,0.0,4.6,42
3,,Пиво Славутич Ice,0.0,0.0,4.6,42
4,,Пиво Славутич Премиум,0.0,0.0,4.6,45
5,,Пиво Славутич Светлое,0.0,0.0,4.6,42
6,,Пиво Сокол Кола,0.0,0.0,4.8,48
7,,Пиво Старый мельник Золотое,0.0,0.0,4.7,46
8,,Пиво Старый мельник Из бочонка,0.0,0.0,4.7,46
9,,Пиво Старый мельник Из бочонка мягкое,0.0,0.0,3.9,38
10,,Пиво тёмное,0.3,0.0,5.7,48
11,,Пиво эль,0.0,0.0,2.9,41
12,,Пиво Ярпиво Крепкое,0.0,0.0,5.8,54
13,,Пиво Ярпиво Ледяное,0.0,0.0,4.6,42
14,,Пиво Ярпиво Оригинальное,0.0,0.0,4.6,42
15,,Пиво Ярпиво Светлое,0.0,0.0,4.2,38
16,,Пиво Ярпиво Хлебное,0.0,0.0,4.1,43
17,,Пиво Ярпиво Янтарное,0.0,0.0,4.7,46
18,,Портвейн,0.4,0.0,12.0,163
19,,Пунш,0.0,0.0,30.0,260
20,,Ром,0.0,0.0,0.0,220
21,,Саке,0.5,0.0,5.0,134
22,,Самогон,0.1,0.1,0.4,235
23,,Сангрия,0.3,0.1,22.6,173
24,,Сбитень,0.2,0.7,13.5,58
25,,Сидр,0.2,0.3,28.9,117
26,,Сливовица,0.1,0.1,0.5,302
27,,Спирт этиловый 96%,0.0,0.0,3.8,710
28,,Текила,1.4,0.3,24.0,231
29,,Ханшин,0.1,0.0,0.2,235
30,,Ципуро,0.1,0.1,0.4,235
31,,Чача,0.1,0.1,0.5,225
32,,Шампанское,0.2,0.0,5.0,88
33,,Шампанское Вдова Клико,0.1,0.0,0.2,55
34,,Шампанское Дом Периньон,0.2,0.0,5.0,88
35,,Шнапс,0.0,0.0,4.0,200
36,,Энергетический напиток Jaguar,0.0,0.0,11.5,87
37,,Энергетический напиток Jaguar Gold,0.0,0.0,11.4,87
38,,Энергетический напиток Jaguar Light,0.0,0.0,11.5,79
