name,protein,fats,carbs,calories
Льняная каша с кунжутом,34.0,14.0,12.0,312
Любисток,3.7,0.4,7.6,20
Любисток (корень),3.7,0.4,7.6,20
Люффа,1.2,0.2,4.4,20
Люцерна,0.2,0.7,4.0,23
Лягушачьи лапки,16.4,0.3,0.0,73
Маболо,0.5,0.4,15.3,67
Магический фрукт,0.0,0.0,7.7,30
Майонез Calve Легкий,0.8,25.0,6.5,254
Майонез Calve Экстра Легкий,1.0,8.0,10.0,110
Майонез Диетический,1.4,20.0,4.4,204
Майонез Домашний (готовый),5.3,58.7,4.5,568
Майонез Европейский,1.4,72.0,2.6,665
Майонез Лёгкий,0.3,30.0,5.2,299
Майонез Любительский,3.1,47.0,3.0,449
Майонез Махеевъ Провансаль,0.6,40.0,1.8,369
Майонез Махеевъ Салатный,0.6,25.0,1.9,235
Майонез Провансаль,3.1,67.0,2.6,624
Майонез Слобода на перепелиных яйцах,0.0,67.0,2.2,616
Майонез Слобода Оливковый,3.0,67.0,2.8,627
Майонез Слобода Провансаль,3.0,67.0,2.8,627
Майонез столовый молочный,2.4,67.0,3.9,627
Майонез японский,4.3,10.2,5.8,134
Майоран,12.7,7.0,60.6,271
Мак,17.5,47.5,2.0,505
Макароны Buitoni Бантики трехцветные,11.7,1.7,71.3,347
Макароны Buitoni Каннеллони крупные,11.5,1.9,71.8,350
Макароны Buitoni Спиральки трехцветные,11.7,1.7,71.3,347
Макароны вареные с жиром,3.4,5.0,19.0,135
Макароны высшего сорта,10.4,1.1,69.7,337
Макароны высшего сорта вареные,3.5,0.4,23.2,112
Макароны запеченные с яйцом,4.6,8.3,14.8,152
Макароны из полбы цельнозерновые,16.9,2.4,67.8,361
Макароны Макфа,10.4,1.1,71.5,344
Макароны Макфа гречневые,14.1,1.0,70.9,350
Макароны Макфа цельнозерновые,13.9,1.4,73.1,361
Макароны молочные,11.5,2.9,67.1,345
Макароны первого сорта,10.7,1.3,68.4,335
Макароны яичные,11.3,2.1,68.0,345
Макзавтрак Блины с джемом,7.0,3.0,57.0,303
Макзавтрак Блины с мёдом,7.0,3.0,59.0,308
Макзавтрак Блины стандартные,7.0,3.0,45.0,235
Макзавтрак двойной МакМаффин с яйцом и свиной котлетой,36.0,41.0,31.0,645
Макзавтрак двойной Фреш МакМаффин,27.0,35.0,33.0,560
Макзавтрак МакМаффин с яйцом и беконом,17.0,14.0,27.0,310
Макзавтрак МакМаффин с яйцом и свиной котлетой,24.0,25.0,27.0,435
Макзавтрак МакМаффин с яйцом и сыром,15.0,11.0,27.0,275
Макзавтрак МакМаффин со свиной котлетой,17.0,20.0,27.0,360
Макзавтрак МакТост,10.0,10.0,30.0,255
Макзавтрак МакТост с ветчиной,14.0,11.0,30.0,280
Макзавтрак Овсяная каша с джемом,4.0,4.0,35.0,200
Макзавтрак Овсяная каша с клюквой и изюмом,4.3,4.0,38.0,212
Макзавтрак Овсяная каша с мёдом,4.0,4.0,35.0,210
Макзавтрак Овсяная каша стандартная,4.0,4.0,23.0,150
Макзавтрак Снек Ролл с омлетом и беконом,16.0,16.0,27.0,320
Макзавтрак Снек Ролл с омлетом и свиной котлетой,22.0,26.0,27.0,435
Макзавтрак Фреш МакМаффин,18.0,21.0,33.0,400
Макзавтрак Хашбраун,1.0,8.0,14.0,135
Макзавтрак Чикен Фреш МакМаффин,19.0,13.0,41.0,365
Маклюра (Адамово яблоко),0.0,0.0,0.0,
Маковник Сдобная особа,7.5,18.0,50.0,390
Макрель,20.7,3.4,0.0,113
Макрурус,13.2,0.8,0.0,60
Малина,0.8,0.5,8.3,46
Малина 4 сезона,0.8,0.5,8.3,39
Малиновый сок,0.8,0.0,24.7,100
Мальтоза (солодовый сахар),0.0,0.0,95.3,362
Маммея,0.5,0.5,9.5,51
Манго,0.5,0.3,11.5,67
Манго сушёный,1.5,0.8,81.6,314
Манговый сок,0.0,0.0,13.5,54
Мангольд,1.8,0.2,3.7,19
Мангостан (мангостин),0.6,0.3,14.0,62
Мандарин,0.8,0.2,7.5,33
Мандарин консервированный,0.6,0.3,8.9,37
Мандариновый компот,0.1,0.0,18.1,69
Мандариновый сок,0.8,0.3,8.1,36
Манная каша на воде,2.5,0.2,16.8,80
Манная каша на молоке,3.0,3.2,15.3,98
Манная крупа,10.3,1.0,67.4,328
