name,protein,fats,carbs,calories,category
Сыр Сулугуни,20.0,24.0,0.0,290,12
Сыр Сыробогатов лёгкий 25%,33.0,13.0,0.0,254,12
Сыр сычужный,22.0,23.4,0.0,305,12
Сыр Творожный ломтик с прованскими травами,12.7,30.0,1.4,327,12
Сыр Тильзитер,27.8,25.0,0.1,334,12
Сыр Тысяча Озёр лёгкий 15%,31.0,15.0,0.0,268,12
Сыр Угличский,25.8,26.3,0.0,347,12
Сыр Фавита,14.0,12.0,3.0,176,12
Сыр Фермерский,18.5,14.1,1.5,207,12
Сыр Фета,17.0,24.0,0.0,290,12
Сыр Филадельфия,5.4,24.0,3.2,253,12
Сыр Фонтина,25.6,31.1,1.6,389,12
Сыр Холлендер,28.0,17.0,0.1,265,12
Сыр Чанах,19.5,22.0,0.0,285,12
Сыр Чеддер,23.0,32.0,0.0,392,12
Сыр Чечил,19.5,22.8,1.9,313,12
Сыр Чечил рассольный копчёный,19.5,26.0,2.2,320,12
Сыр Швейцарский,24.9,31.8,0.0,396,12
Сыр Эдам,24.0,26.0,0.0,330,12
Сыр Эдам копчёный,24.8,25.0,0.0,334,12
Сыр Эмменталь,28.8,29.7,0.1,380,12
Сыр Эстонский,26.0,26.5,3.5,356,12
Сыр Янтарный плавленый,7.0,27.3,4.0,289,12
Сыр Ярлсберг,28.0,28.0,0.0,364,12
Сыр Ярлсберг Лайт,31.0,16.0,0.0,268,12
Сыр Ярославский,26.2,26.6,0.0,350,12
Сырник творожный,18.6,3.6,18.2,183,12
Сырный продукт Hochland Фетакса плавленый,8.0,25.0,1.0,261,12
Сырный продукт Парижская буренка,7.2,22.0,2.0,232,12
Сырок Б.Ю.Александров 5% в тёмном шоколаде,13.5,12.9,29.0,286,12
Сырок Б.Ю.Александров в молочном шоколаде,8.4,28.2,30.7,410,12
Сырок Б.Ю.Александров в тёмном шоколаде,8.6,30.8,27.0,419,12
Сырок Б.Ю.Александров с ванилью,2.8,6.5,10.5,242,12
Сырок глазированный,8.5,27.8,32.0,407,12
Сырок глазированный Картошка,7.0,23.4,47.6,417,12
Сырок глазированный с начинкой,9.5,21.3,36.0,374,12
Творог 0% (обезжиренный),16.5,0.0,1.3,71,12
Творог 0% Лосево,18.0,0.0,3.3,85,12
Творог 0.1%,16.7,0.1,2.0,76,12
Творог 0.2%,18.0,0.2,1.8,81,12
Творог 0.3%,18.0,0.3,3.3,90,12
Творог 0.6% (маложирный),18.0,0.6,1.8,88,12
Творог 1%,16.3,1.0,1.3,79,12
Творог 1.8% (нежирный),18.0,1.8,3.3,101,12
Творог 11%,16.0,11.0,1.0,170,12
Творог 18% (жирный),14.0,18.0,2.8,232,12
Творог 2%,18.0,2.0,3.3,103,12
Творог 4%,15.7,4.0,1.4,104,12
Творог 5%,17.2,5.0,1.8,121,12
Творог 8%,15.0,8.0,1.5,138,12
Творог 9% (полужирный),16.7,9.0,2.0,159,12
Творог Arla Keso зернистый,11.0,1.5,2.5,70,12
Творог Danone 0% мягкий,10.9,0.1,4.0,61,12
Творог Danone 5% мягкий,8.8,5.0,4.2,97,12
Творог President 9% Рассыпчатый,9.0,16.0,2.0,153,12
Творог Valio 0.3%,11.0,0.3,4.2,65,12
Творог альбуминовый,11.0,0.0,2.0,52,12
Творог Благода 1.8% обезжиренный,16.0,1.8,3.3,93,12
Творог Благода 12% Крестьянский,14.0,12.0,2.0,175,12
Творог Благода 7.5% низкокалорийный,16.0,7.5,3.0,144,12
Творог Брест-Литовск 3% Классический,16.7,3.0,1.4,97,12
Творог домашний (из молока 1%),17.6,6.4,11.3,166,12
Творог Домик в деревне 0.1%,10.0,0.1,3.5,55,12
Творог Домик в деревне 0.2%,18.0,0.2,1.8,81,12
Творог Домик в деревне 9%,16.0,9.0,2.0,153,12
Творог зерненый Сыр Домашний,14.0,4.0,2.0,100,12
Творог Избёнка (ВкусВилл) рассыпчатый 1%,18.0,1.0,2.0,89,12
Творог Ласковое лето 3% зерненый,15.1,3.0,2.2,96,12
Творог Милава 4% мягкий,11.2,4.0,1.3,85,12
Творог Милава 9% натуральный,15.0,9.0,1.5,147,12
Творог мягкий нежный обезжиренный,7.0,0.0,1.0,32,12
Творог Останкинский обезжиренный,13.5,0.1,3.3,68,12
Творог Пискарёвский 5%,16.0,5.0,3.0,121,12
Творог Простоквашино 0% мягкий,12.0,0.1,3.5,63,12
Творог Простоквашино 2% нежирный,18.0,2.0,3.3,103,12
Творог Простоквашино 5% зерненый,12.7,5.0,2.4,105,12
Творог Простоквашино 5% зерненый с клубникой,10.3,5.0,12.5,127,12
Творог Простоквашино 5% зерненый с малиной,10.3,4.0,12.2,126,12
Творог Простоквашино 5% зерненый с персиком,10.3,4.0,13.1,130,12
Творог Простоквашино 5% зерненый с черникой,10.3,4.0,13.1,127,12
