name,protein,fats,carbs,calories,category,32
Агар пищевой,4.0,0.0,76.0,301.0,32
Аджика,1.0,3.7,5.8,59.0,32
Ажгон,19.7,14.5,11.9,333.0,32
Анис,17.6,15.9,35.4,337.0,32
Асафетида,0.1,0.1,0.1,,32
Бадьян,18.0,16.0,50.0,337.0,32
Базилик свежий,2.5,0.6,4.3,27.0,32
Базилик сушеный,14.4,4.0,61.0,251.0,32
Бахарат,10.9,3.2,38.3,255.0,32
Бербере,2.0,0.1,11.0,71.0,32
Болдо,7.6,8.3,48.6,313.0,32
Букет гарни,12.4,6.5,26.0,259.0,32
Бульонный кубик,2.0,2.0,4.0,40.0,32
Бумбу,1.0,0.8,11.3,61.0,32
Валериана,0.0,0.0,0.0,,32
Ванилин,0.1,0.1,12.7,288.0,32
Ваниль,1.2,0.1,12.5,287.0,32
Ванильная эссенция,0.1,0.1,12.6,288.0,32
Ванильный порошок,1.2,0.1,12.5,287.0,32
Винный камень,0.0,0.0,0.0,,32
Воздушный рис,6.3,0.5,89.8,402.0,32
Галангал (корень),1.8,0.7,15.7,80.0,32
Галангал сушеный,9.1,5.9,58.3,347.0,32
Гарам масала,15.0,15.0,45.0,379.0,32
Гвоздика,6.0,20.1,27.0,323.0,32
Горчица,5.7,6.4,22.0,162.0,32
Горчица белая (английская),37.1,11.1,5.9,271.0,32
Горчица дижонская,9.9,12.7,5.3,143.0,32
Горчица русская (сарептская),8.7,11.0,11.6,185.0,32
Горчица чёрная (французская),37.1,11.1,5.9,271.0,32
Горчичный порошок,37.1,11.1,32.6,378.0,32
Гремолата,3.7,0.4,7.6,49.0,32
Дрожжи,12.7,2.7,0.0,75.0,32
Дрожжи пивные,12.7,2.7,0.0,75.0,32
Дрожжи прессованные,12.7,2.7,8.5,109.0,32
Дрожжи сухие быстродействующие Саф-момент,49.0,6.0,40.0,410.0,32
Душица (орегано),1.5,0.0,5.0,25.0,32
Дягиль,4.2,2.4,3.1,10.0,32
Жасмин,0.1,0.0,0.0,1.0,32
Желатин Dr.Oetker пищевой,84.0,0.0,0.0,336.0,32
Желатин листовой,85.0,0.5,0.0,336.0,32
Желатин пищевой,87.2,0.4,0.7,355.0,32
Желе Dr.Oetker со вкусом Апельсина,13.1,0.0,80.4,374.0,32
Желе Dr.Oetker со вкусом Вишни,13.1,0.0,80.3,374.0,32
Желе Dr.Oetker со вкусом Клубники,14.0,0.0,80.0,388.0,32
Желе Dr.Oetker со вкусом Лесных ягод,13.1,0.0,80.3,374.0,32
Желе Dr.Oetker со вкусом Лимона,13.1,0.0,80.7,375.0,32
Желе Dr.Oetker со вкусом Малины,13.1,0.0,80.4,374.0,32
Желфикс Dr.Oetker,0.5,0.0,0.5,313.0,32
Женьшень,0.0,0.0,10.0,41.0,32
Жидкий дым,0.1,0.1,0.1,,32
Закваска сухая,11.0,2.0,67.0,330.0,32
Закваска хлебная ржаная,3.9,0.7,26.7,132.0,32
Зантоксилум,10.4,2.1,42.4,296.0,32
Заправка Сэн Сой для фунчозы по-корейски,1.3,55.0,10.1,541.0,32
Зелень сушёная,3.0,0.0,24.5,210.0,32
Зира,12.0,5.0,32.0,112.0,32
Зубровка душистая,0.0,0.0,0.0,,32
Имбирь,1.8,0.8,15.8,80.0,32
Имбирь китайский (крачай),1.8,0.7,15.7,80.0,32
Имбирь маринованный,0.2,0.3,12.5,51.0,32
Имбирь сухой,9.1,6.0,70.8,347.0,32
Иссоп,3.9,0.6,0.2,21.0,32
Камфора,0.0,0.0,0.0,,32
Кардамон,10.8,6.7,68.5,311.0,32
Кардамон чёрный,10.7,6.8,40.5,311.0,32
Карри,12.7,13.8,25.0,352.0,32
Кассия,3.9,1.2,27.5,250.0,32
Кервель сушеный,23.2,3.9,49.1,237.0,32
Кетчуп,1.8,1.0,22.2,93.0,32
Кетчуп Heinz для гриля и шашлыка,0.9,0.0,23.4,97.0,32
Кетчуп Heinz острый,0.9,0.0,23.2,96.0,32
Кетчуп Heinz с чесноком и пряностями,1.1,0.0,24.1,101.0,32
Кетчуп Heinz супер острый,0.9,0.0,23.2,96.0,32
Кетчуп Heinz томатный,0.9,0.0,23.1,96.0,32
Кинза сушёная молотая,3.0,0.0,54.5,216.0,32
Клейковина пшеничная (глютен),76.0,0.4,9.0,350.0,32
Клетчатка Агросельпром из молотых семян кунжута,50.7,19.8,11.0,425.0,32
Клетчатка Агросельпром из отрубей гречихи,15.5,4.3,64.5,343.0,32
Клетчатка Агросельпром из отрубей ржи,11.0,3.0,56.8,284.0,32
