name,protein,fats,carbs,calories,category
Рис Мистраль Акватика Color Mix,8.8,2.3,72.8,356,3
Рис Мистраль Акватика Дикий,14.0,0.5,72.0,357,3
Рис Мистраль круглозерный,0.1,0.4,79.5,355,3
Рис Мистраль пропаренный,7.1,0.7,79.3,361,3
Рис Мистраль Самарканд красный круглозерный,8.0,0.5,75.8,320,3
Рис нешлифованный вареный,2.7,0.7,36.0,125,3
Рис Нишики,7.0,2.0,56.0,277,3
Рис Пассим круглозёрный Приморский,7.0,1.0,74.0,333,3
Рис полированный,7.0,1.0,71.4,330,3
Рис рассыпчатый,2.4,0.2,24.9,113,3
Рис Фушигон,7.0,0.6,77.3,340,3
Рисовая каша на воде,1.5,0.1,17.4,78,3
Рисовая каша на молоке,2.5,3.1,16.0,97,3
Рисовая манка Гарнец безглютеновая,7.0,0.5,78.0,340,3
Рисовые отруби,13.4,20.9,28.9,316,3
Рисовые хлопья,7.0,2.0,77.0,360,3
Рисовые хлопья Myllyn Paras,7.0,1.0,77.0,360,3
Рисовые хлопья Myllyn Paras для каши,7.0,1.0,77.0,360,3
Рожь (зерна),9.9,2.2,55.8,283,3
Саго,1.0,0.7,85.0,350,3
Смесь Bravolli суповая,18.0,1.5,60.0,330,3
Смесь из 3-х видов отрубей Myllyn Paras,16.6,6.1,34.1,255,3
Сорго зерновое,11.8,3.3,66.4,323,3
Талкан пшеничный,11.5,1.3,64.0,324,3
Талкан-шифа 4 злака,10.6,2.7,60.5,309,3
Теф,13.3,2.4,73.1,367,3
Толокно,12.5,6.0,64.9,363,3
Толокно овсяное Гарнец,12.2,5.8,68.3,357,3
Тритикале,12.8,2.1,54.5,274,3
Хлопья 4-х зерновые Myllyn Paras,11.4,2.8,51.1,320,3
Хлопья Nestle Fitness из цельной пшеницы,8.3,2.0,76.4,357,3
Хлопья Nestle Fitness с тёмным шоколадом,8.0,6.7,72.9,384,3
Хлопья Nestle Fitness с фруктами,6.4,2.6,75.7,352,3
Хлопья Агро-Альянс 4 злака,12.0,3.0,73.0,370,3
Хлопья Агро-Альянс 5 злаков,12.0,5.0,70.0,380,3
Хлопья красной чечевицы Myllyn Paras,25.0,0.0,52.0,320,3
Хлопья Макфа 4 злака,10.0,2.0,77.0,360,3
Хлопья Мистраль смесь 5 злаков,10.1,3.8,76.3,365,3
Хлопья Пассим Три злака,10.0,3.6,63.0,334,3
Хлопья Пассим Четыре злака,10.3,3.2,61.0,322,3
Хлопья Увелка 5-ти зерновые тонкие,11.0,2.0,75.0,360,3
Хлопья Царь 5 злаков,10.2,1.5,73.2,308,3
Ячменная каша,11.5,2.0,65.8,310,3
Ячменная крупа,10.0,1.3,71.7,324,3
Ячменные хлопья,9.8,3.6,79.4,355,3
Ячменные хлопья Myllyn Paras,11.0,2.0,63.0,320,3
Ячневая каша на воде,2.3,0.3,15.7,76,3
Ячневая каша на молоке,3.6,2.0,19.8,111,3
Ячневая крупа,10.4,1.3,66.3,324,3
