name,protein,fats,carb,calories,category,10
Тунец копченый,24.4,4.6,0.0,139,10
Тунец свежий,23.0,1.0,0.0,101,10
Тунец соленый,24.5,4.5,0.0,139,10
Тюлька,17.5,2.0,0.0,88,10
Тюлька соленая,19.2,12.6,0.0,191,10
Тюрбо,18.2,1.3,0.0,85,10
Угорь копчёный,17.9,28.6,0.0,326,10
Угорь морской свежий,19.1,1.9,0.0,93,10
Угорь свежий,14.5,30.5,0.0,332,10
Удильщик,14.8,1.0,0.0,68,10
Устрицы отварные,14.0,3.0,0.0,95,10
Устрицы свежие,14.0,6.0,0.3,95,10
Форель,19.2,2.1,0.0,97,10
Форель в масле Делси,22.0,15.0,0.0,223,10
Форель консервированная,18.0,10.0,0.0,162,10
Форель копчёная,26.0,3.1,0.5,132,10
Форель морская свежая,20.5,4.3,0.0,157,10
Форель отварная,15.5,3.0,0.0,89,10
Форель радужная,20.5,3.5,0.0,119,10
Форель слабосолёная,20.6,10.1,0.0,186,10
Форель слабосолёная жирная,23.0,15.0,0.0,227,10
Фугу,16.4,1.6,0.0,108,10
Хамса соленая,21.2,9.0,0.0,166,10
Хариус,17.5,2.0,0.0,88,10
Хек (филе),16.5,1.8,0.0,82,10
Хек жареный,14.3,3.9,2.5,105,10
Хек отварной,18.5,2.3,0.0,95,10
Хек свежий,16.6,2.2,0.0,86,10
Хоки,19.2,0.3,0.1,75,10
Хоккигай,16.7,1.1,0.0,77,10
Чавыча,19.1,8.0,0.0,148,10
Чехонь,17.5,2.0,0.0,88,10
Чир (щокур),17.5,2.0,0.0,88,10
Чукучан,16.7,2.3,0.0,92,10
Шемая,17.5,2.0,0.0,88,10
Шип,16.4,10.9,0.0,164,10
Шпротный паштет,12.0,14.0,5.3,195,10
Шпроты,17.4,32.4,0.4,363,10
Щука в томатном соусе,14.2,4.0,3.6,108,10
Щука маринованная,10.5,0.0,1.4,55,10
Щука отварная,21.3,1.3,0.0,98,10
Щука припущенная,19.6,1.2,0.0,90,10
Щука свежая,18.4,0.8,0.0,82,10
Щука фаршированная,13.3,6.0,8.4,141,10
Юкола,25.0,5.0,0.0,145,10
Ябби,16.0,0.9,0.0,77,10
Язык морской,10.3,5.2,0.0,88,10
Язык морской жареный,20.0,30.3,4.2,369,10
Язь свежий,18.2,1.0,0.0,81,10
