name,protein,fats,carb,calories,category,
Сельдь в растительном масле,16.4,26.5,0.0,301,10
Сельдь в сметане,5.5,6.2,5.3,97,10
Сельдь в томатном соусе,13.8,9.7,4.6,159,10
Сельдь горячего копчения,21.8,14.3,0.0,215,10
Сельдь консервированная,17.5,2.0,0.0,88,10
Сельдь маринованная,16.5,12.6,3.4,192,10
Сельдь свежая,16.3,10.7,0.0,161,10
Сельдь соленая,19.8,15.4,0.0,217,10
Сёмга (брюшки),25.0,24.0,0.0,310,10
Сёмга (хребты),20.0,8.1,0.0,153,10
Сёмга копченая,22.5,12.5,0.0,202,10
Сёмга на гриле,21.8,14.1,0.0,230,10
Сёмга на пару,19.3,14.0,0.0,197,10
Сёмга отварная,22.5,12.5,0.0,189,10
Сёмга свежая,21.6,6.0,0.0,140,10
Сёмга слабосоленая Русское море филе-кусок,23.0,13.0,0.0,195,10
Сибас,18.0,3.0,0.0,99,10
Сиг,19.0,7.5,0.0,144,10
Скат,24.0,1.6,0.0,110,10
Скат (крылья),24.0,1.6,0.0,111,10
Скумбрия в масле,13.1,25.1,0.0,278,10
Скумбрия горячего копчения,22.1,23.8,4.1,317,10
Скумбрия консервированная,14.4,28.9,0.0,317,10
Скумбрия копченая,20.7,15.5,0.0,221,10
Скумбрия маринованная,12.8,8.3,3.7,142,10
Скумбрия на пару,18.0,13.2,0.0,191,10
Скумбрия отварная,19.6,14.7,0.0,211,10
Скумбрия свежая,18.0,13.2,0.0,191,10
Скумбрия соленая,18.0,13.1,0.0,194,10
Солнечник,18.9,2.2,0.0,95,10
Сом маринованный,11.4,7.4,0.2,116,10
Сом отварной,18.4,13.6,0.0,196,10
Сом припущенный,18.2,5.4,0.0,121,10
Сом свежий,16.8,8.5,0.0,143,10
Ставрида в масле,15.6,27.4,0.0,309,10
Ставрида в томатном соусе,14.8,2.3,7.3,110,10
Ставрида жареная,20.3,10.5,3.7,190,10
Ставрида отварная,20.6,5.6,0.0,133,10
Ставрида припущенная,19.6,4.8,0.0,122,10
Ставрида свежая,19.0,5.0,0.0,119,10
Ставрида холодного копчения,17.1,2.8,0.0,94,10
Стерлядь копченая,17.5,2.0,0.0,88,10
Стерлядь свежая,17.0,6.1,0.0,122,10
Судак отварной,21.3,1.3,0.0,97,10
Судак припущенный,19.6,1.2,0.0,89,10
Судак свежий,19.2,0.7,0.0,84,10
Судак фаршированный,13.7,6.0,8.7,144,10
Сурими,15.2,0.9,6.8,99,10
Таймень,17.5,2.0,0.0,88,10
Талисман,15.7,3.0,0.0,90,10
Тарань,17.5,2.0,0.0,88,10
Терпуг,17.8,3.4,0.0,102,10
Терпуг зубатый,17.6,9.5,0.0,85,10
Тиляпия,20.1,1.7,0.0,96,10
Тиляпия (филе),20.8,1.7,0.0,96,10
Тиляпия жареная,26.1,2.6,0.0,128,10
Толстолобик белый свежий,19.5,0.9,0.2,86,10
Толстолобик маринованный,9.9,10.3,3.3,146,10
Трепанг,7.3,0.6,0.0,34,10
Трепанг варёный,9.0,0.7,0.0,42,10
Трепанг жареный,9.0,0.7,0.0,41,10
Треска (печень в масле),4.2,65.7,1.2,613,10
Треска (печень натуральная Беринг),9.0,43.0,1.0,400,10
Треска горячего копчения,26.0,1.2,0.0,115,10
Треска жареная,23.0,0.1,0.0,111,10
Треска запечённая,6.0,3.7,8.0,90,10
Треска консервированная,22.7,0.9,0.0,105,10
Треска копченая,22.1,0.5,0.0,94,10
Треска отварная,17.8,0.7,0.0,78,10
Треска с гриля,22.1,9.1,0.6,172,10
Треска свежая,17.7,0.7,0.0,78,10
Треска соленая,23.1,0.6,0.0,98,10
Треска тушеная,9.7,5.1,3.9,101,10
Треска чёрная (угольная рыба),12.2,16.9,0.0,201,10
Тридакна (морская цикада),16.7,3.6,0.0,104,10
Трубач,17.1,0.4,2.8,24,10
Тунец (стружка),81.2,1.8,0.6,434,10
Тунец 5 морей в собственном соку,20.2,0.4,0.0,88,10
Тунец в растительном масле,27.1,9.0,0.0,190,10
Тунец в собственном соку,21.0,1.2,0.0,96,10
