name,protein,fats,carbs,calories,category
Амарант,13.6,7.0,69.0,371,3
Булгур,12.3,1.3,57.6,342,3
Булгур приготовленный,3.1,0.2,14.1,83,3
Геркулес Агро-Альянс Классик,11.0,6.0,51.0,310,3
Готовый завтрак Nestle Kosmostars звездочки и галактики медовые,7.2,5.0,76.2,400,3
Гречка зелёная для проращивания,10.8,3.2,54.4,295,3
Гречневая каша,4.5,2.3,25.0,132,3
Гречневая каша вязкая на воде,3.2,0.8,17.1,90,3
Гречневая каша из крупы ядрица,3.0,3.4,14.6,101,3
Гречневая каша на молоке,4.2,2.3,21.6,118,3
Гречневая крупа (продел),9.5,2.3,65.9,306,3
Гречневая крупа (ядрица),12.6,3.3,62.1,313,3
Гречневая крупа (ядрица) зелёная,10.8,3.2,56.0,296,3
Гречневая крупа Агро-Альянс Элитная,14.0,3.0,58.0,320,3
Гречневая крупа Мистраль ядрица,13.6,3.3,65.0,353,3
Гречневая крупа Пассим Алтайская,12.6,2.6,68.0,329,3
Гречневая манка Гарнец безглютеновая,12.5,2.5,70.0,350,3
Гречневые хлопья,9.0,2.4,67.0,330,3
Гречневые хлопья Myllyn Paras,13.0,1.7,67.5,340,3
Гречневые хлопья Myllyn Paras для каши,13.0,1.7,67.5,340,3
Гречневые хлопья Агро-Альянс,11.0,2.5,74.0,360,3
Гречневые хлопья Мистраль,12.6,2.3,59.0,345,3
Гречневые хлопья Пассим,9.5,2.3,65.8,322,3
Каша 4-х зерновая Myllyn Paras,11.4,2.8,61.1,320,3
Киноа,14.1,6.1,57.2,368,3
Киноа Мистраль,14.0,6.0,64.0,368,3
Кукурузная крупа,8.3,1.2,75.0,337,3
Кукурузная манка Гарнец безглютеновая,23.0,1.6,50.8,314,3
Кукурузные хлопья,6.9,2.5,83.6,363,3
Кус-кус приготовленный,3.8,0.2,21.8,112,3
Кус-кус сухой,12.8,0.6,72.4,376,3
Кускус Агро-Альянс,12.0,2.5,75.0,370,3
Льняная каша с кунжутом,34.0,14.0,12.0,312,3
Манная каша на воде,2.5,0.2,16.8,80,3
Манная каша на молоке,3.0,3.2,15.3,98,3
Манная крупа,10.3,1.0,67.4,328,3
Манная крупа Myllyn Paras,12.0,2.0,69.0,348,3
Манная крупа Агро-Альянс,10.0,1.0,69.0,330,3
Манная крупа с отрубями БИО Черный хлеб,13.1,4.6,61.5,340,3
Мюсли AXA хрустящие медовые с фруктами и орехами,7.8,13.1,56.7,376,3
Мюсли Horeca Select с фруктами и орехами,11.4,7.8,56.7,363,3
Мюсли Vitalis фруктовые,7.8,4.6,61.1,317,3
Мюсли Vitalis шоколадные,10.0,13.0,62.0,400,3
Мюсли Бон,8.8,5.1,62.6,333,3
Мюсли Эпоха злаков Фруктовый сад,9.3,4.4,63.0,328,3
Овсяная каша Myllyn Paras,14.0,7.5,56.0,350,3
Овсяная каша Myllyn Paras вкус сливок с клубникой,10.2,16.6,53.9,406,3
Овсяная каша Myllyn Paras вкус сливок с малиной,10.3,14.9,54.7,394,3
Овсяная каша Myllyn Paras вкус сливок с черникой,10.7,15.0,58.0,410,3
Овсяная каша Myllyn Paras с дыней,10.8,5.8,62.8,347,3
Овсяная каша Myllyn Paras с дыней и сахаром,11.5,7.7,61.9,362,3
Овсяная каша Myllyn Paras с клубникой без сахара,11.9,7.9,56.3,353,3
Овсяная каша Myllyn Paras с клубникой и сахаром,11.9,7.9,60.8,362,3
Овсяная каша Myllyn Paras с клюквой без сахара,11.9,7.9,56.3,353,3
Овсяная каша Myllyn Paras с лесными ягодами и сахаром,11.6,7.7,61.8,363,3
Овсяная каша Myllyn Paras с малиной и сахаром,11.9,7.9,60.8,362,3
Овсяная каша Myllyn Paras с отрубями вишней и сливой,15.5,7.2,50.6,333,3
Овсяная каша Myllyn Paras с отрубями яблоком и чёрной смородиной,15.2,7.0,51.1,333,3
Овсяная каша Myllyn Paras с персиком без сахара,11.9,7.9,56.3,353,3
Овсяная каша Myllyn Paras с персиком и сахаром,11.6,7.6,60.7,357,3
Овсяная каша Myllyn Paras с тропическими фруктами,11.1,5.8,62.8,348,3
Овсяная каша Myllyn Paras с черникой без сахара,11.9,7.9,56.3,353,3
Овсяная каша Myllyn Paras с черникой и сахаром,11.6,7.7,61.7,362,3
Овсяная каша Myllyn Paras с шоколадом и апельсином,10.5,8.0,62.2,363,3
Овсяная каша Myllyn Paras с яблоком и брусникой,10.4,5.5,63.8,346,3
Овсяная каша Myllyn Paras Тропик с сахаром,11.7,7.8,61.8,364,3
Овсяная каша на воде,3.0,1.7,15.0,88,3
Овсяная каша на молоке,3.2,4.1,14.2,102,3
Овсяная крупа,12.3,6.1,59.5,342,3
Овсяная манка Гарнец безглютеновая,12.3,6.1,59.5,342,3
Овсяно-Манная крупа Myllyn Paras,14.5,5.1,69.1,345,3
Овсяные + Рисовые хлопья Myllyn Paras,10.3,4.0,68.0,346,3
Овсяные отруби,18.0,7.7,45.3,320,3
Овсяные отруби Dr.Dias очищающие,10.8,2.6,16.6,129,3
Овсяные отруби Myllyn Paras,18.0,7.7,45.3,320,3
Овсяные отруби Nordic,18.0,8.5,43.0,360,3
Овсяные отруби Мистраль,17.8,6.9,65.8,346,3
Овсяные отруби Ого!,12.5,4.5,62.0,356,3
Овсяные отруби с черникой,8.0,4.0,13.0,118,3
Овсяные хлопья,11.9,7.2,69.3,366,3
