name,protein,fats,carbs,calories,category
Говяжий язык,12.2,10.9,0.0,146,7
Говяжий язык вареный,23.9,15.0,0.0,231,7
Говяжье вымя,12.3,13.7,0.0,173,7
Говяжье сердце,16.0,3.5,0.0,96,7
Говяжьи губы,15.0,5.0,0.0,105,7
Говяжьи легкие,16.2,2.5,0.0,92,7
Говяжьи легкие тушеные,20.4,3.7,0.0,120,7
Говяжьи мозги,11.7,8.6,0.0,124,7
Говяжьи ноги,25.0,6.6,0.0,159,7
Говяжьи почки,15.2,2.8,0.0,86,7
Говяжьи ребра,11.0,35.0,0.0,359,7
Говяжьи уши,25.2,2.3,0.0,122,7
Говяжья вырезка,18.6,16.0,0.0,218,7
Говяжья вырезка филейная,20.1,3.5,0.0,113,7
Говяжья грудинка,19.3,15.7,0.0,217,7
Говяжья грудинка копчёная,7.6,66.8,0.0,632,7
Говяжья грудинка копчёно-варёная,10.0,55.0,0.0,540,7
Говяжья лопатка,19.4,6.6,0.0,137,7
Говяжья пашина,18.9,16.6,0.0,225,7
Говяжья печень,20.0,3.1,4.0,125,7
Говяжья печень жареная,22.9,10.2,3.9,199,7
Говяжья печень нежирная,17.4,3.1,0.0,98,7
Говяжья покромка,18.6,16.0,0.0,218,7
Говяжья тазобедренная часть (огузок),20.2,6.4,0.0,138,7
Говяжья тушенка,14.1,17.4,0.0,214,7
Говяжья шейная часть,19.4,6.4,0.0,135,7
Голубиное мясо,18.5,23.8,0.0,294,7
Гусиная печень,15.2,39.0,0.0,412,7
Гусь,15.2,39.0,0.0,412,7
Гусь вареный,19.3,41.2,0.0,447,7
Гусь жареный,22.9,58.8,0.0,620,7
Дичь,34.0,6.5,0.0,200,7
Зельц,12.6,32.0,0.5,336,7
Змеиное мясо,16.4,0.3,0.0,93,7
Индейка (грудка),19.2,0,84,7
Индейка (желудки),20.0,7,143,7
Индейка (кожа),12.7,36.9,0.0,387,7
Индейка (крылышки),16.5,11,168,7
Индейка (ножки),15.7,8,142,7
Индейка (окорочка),18.4,6,131,7
Индейка (печень),19.5,22,276,7
Индейка (сердце),16.0,5.1,0.4,128,7
Индейка (филе отварное),25.0,1,130,7
Индейка вареная,25.3,10,0.0,195,7
Индейка жареная,28.0,6,0.0,165,7
Индейка фарш,20.0,8.0,0.5,161,7
Индоутка (мускусная утка),25.0,23.0,0.2,271,7
Кабанье мясо,21.5,3.3,0.0,122,7
Карбонад варёно-копчёный,16.0,8.0,0.0,135,7
Козлятина,18.0,16.0,0.0,216,7
Колбасный фарш,12.3,32.4,2.9,352,7
Конина,20.2,7.0,0.0,187,7
Конина вареная,30.8,13.0,0.0,240,7
Конина жареная,34.3,17.4,0.0,293,7
Конина тушеная,25.0,12.7,0.0,214,7
Корейка,13.7,36,0.0,384,7
Корейка копчено-запеченная,10.2,48,0.0,475,7
Корейка свиная б/к (карбонад),17.0,25,0.0,301,7
Корейка сырокопченая,10.5,47,0.0,469,7
Котлеты из баранины отбивные,20.6,30.6,9.1,394,7
Котлеты из баранины рубленые,13.6,14.8,12.9,240,7
Котлеты из говядины,18.0,20,0.0,260,7
Котлеты из говядины рубленые,14.2,11.4,13.0,213,7
Котлеты из индейки,18.6,12.2,8.7,220,7
Котлеты из курицы (готовые),18.2,10.4,13.8,222,7
Котлеты из мяса цыплят рубленые,15.2,13.6,13.5,238,7
Котлеты из свинины отбивные,17.5,40.3,8.8,470,7
Котлеты из свинины рубленые,13.6,45,466,7
Котлеты из свинины сырые,27.3,13,0.0,238,7
Котлеты из телятины,23.0,31,0.0,375,7
Крокодиловое мясо,26.0,0.7,0.0,110,7
Кролик,21.0,8.0,0.0,156,7
Кролик жареный,25.0,6.0,0.0,155,7
Кроличий фарш,19.5,7.4,0.7,147,7
Кроличьи почки,12.5,1.8,0.0,66,7
Кроличья печень,19.0,10.0,0.0,166,7
Куриная голень вареная без кожи,27.0,5.6,0.0,158,7
Куриная грудка,23.6,1.9,0.4,113,7
Куриная грудка вареная,29.8,1.8,0.5,137,7
Куриная грудка копченая,18.0,5.0,0.0,117,7
